t;Solar;Onshore;Offshore;Battery_stock;Battery_charge;Battery_discharge;STEP_stock;STEP_charge;STEP_discharge;H2_CCG;H2_TAC;Hydro;Load;Defailance;Exces
3897;99.47;8142.57;340.94;1030.11;0.0;0.0;28100.12;1200.0;0.0;2134.01;0.0;0.0;9517.0;0.0;0.0
3898;640.72;7706.62;322.69;1030.11;0.0;0.0;29000.12;1200.0;0.0;2593.97;0.0;0.0;10064.0;0.0;0.0
3899;1398.47;6921.91;289.83;1030.11;0.0;0.0;29900.12;1200.0;0.0;3074.79;0.0;0.0;10485.0;0.0;0.0
3900;1767.1;6444.79;269.85;1030.11;0.0;0.0;30800.12;1200.0;0.0;3520.25;0.0;0.0;10802.0;0.0;0.0
3901;2018.71;6534.4;273.61;1030.11;0.0;0.0;31700.12;1200.0;0.0;3568.28;0.0;0.0;11195.0;0.0;0.0
3902;1822.69;6234.08;261.03;1030.11;0.0;0.0;32600.12;1200.0;0.0;3570.2;0.0;0.0;10688.0;0.0;0.0
3903;1442.35;5262.88;220.37;1030.11;198.34;0.0;33500.12;1200.0;0.0;4772.74;0.0;0.0;10300.0;0.0;0.0
3904;769.45;5476.01;229.29;1198.7;1545.0;0.0;34400.12;1200.0;0.0;6413.25;0.0;0.0;10143.0;0.0;0.0
3905;146.28;5265.3;220.47;2511.95;680.06;0.0;35300.12;1200.0;0.0;6450.0;0.0;0.0;10202.0;0.0;0.0
3906;8.78;4446.69;186.19;3090.0;0.0;-0.0;36200.12;1200.0;0.0;6450.0;1078.34;0.0;10970.0;0.0;0.0
3907;0.0;3727.37;156.07;3090.0;0.0;209.99;37100.12;376.43;0.0;6450.0;1275.0;0.0;11442.0;0.0;0.0
3908;0.0;3037.12;127.17;2842.96;0.0;647.71;37382.44;0.0;0.0;6450.0;1275.0;0.0;11537.0;0.0;0.0
3909;0.0;2748.91;115.1;2080.94;0.0;463.99;37382.44;0.0;0.0;6450.0;1275.0;0.0;11053.0;0.0;0.0
3910;0.0;2547.88;106.68;1535.07;0.0;64.43;37382.44;0.0;0.0;6450.0;1275.0;0.0;10444.0;0.0;0.0
3911;0.0;2276.63;95.33;1459.26;0.0;486.05;37382.44;0.0;0.0;6450.0;1275.0;0.0;10583.0;0.0;0.0
3912;0.0;2247.56;94.11;887.44;0.0;754.33;37382.44;0.0;0.0;6450.0;1275.0;0.0;10821.0;0.0;0.0
3913;0.0;3015.32;126.26;-0.0;0.0;0.0;37382.44;370.58;0.0;6450.0;1275.0;0.0;10496.0;0.0;0.0
3914;0.0;3465.8;145.12;0.0;0.0;-0.0;37660.37;1105.92;0.0;6450.0;1275.0;0.0;10230.0;0.0;0.0
3915;0.0;3892.06;162.97;0.0;3.03;0.0;38489.81;1200.0;0.0;6450.0;680.0;0.0;9982.0;0.0;0.0
3916;0.0;4359.5;182.54;2.58;189.04;0.0;39389.81;1200.0;0.0;6450.0;0.0;0.0;9603.0;0.0;0.0
3917;0.0;4989.2;208.91;163.26;835.11;0.0;40289.81;1200.0;0.0;6450.0;0.0;0.0;9613.0;0.0;0.0
3918;0.0;5815.09;243.49;873.1;1025.57;0.0;41189.81;1200.0;0.0;6450.0;0.0;0.0;10283.0;0.0;0.0
3919;0.0;6122.67;256.37;1744.84;0.0;421.96;42089.81;1200.0;0.0;6020.0;0.0;0.0;11621.0;0.0;0.0
3920;0.0;6280.1;262.96;1248.41;0.0;1061.15;42989.81;895.21;0.0;6020.0;0.0;0.0;12729.0;0.0;0.0
3921;52.66;7185.91;300.89;0.0;0.0;-0.0;43661.22;475.45;0.0;6020.0;0.0;0.0;13084.0;0.0;0.0
3922;675.83;7495.91;313.87;-0.0;0.0;0.0;44017.81;808.61;0.0;5590.0;0.0;0.0;13267.0;0.0;0.0
3923;1702.74;7796.24;326.44;0.0;0.0;-0.0;44624.27;1177.42;0.0;4730.0;0.0;0.0;13378.0;0.0;0.0
3924;2396.12;8450.16;353.82;0.0;-0.0;0.0;45507.33;1200.0;0.0;3567.9;0.0;0.0;13568.0;0.0;0.0
3925;2791.09;8878.84;371.77;0.0;140.99;0.0;46407.33;1200.0;0.0;2894.29;0.0;0.0;13595.0;0.0;0.0
3926;2612.62;9595.74;401.79;119.84;637.15;0.0;47307.33;1200.0;0.0;2580.0;0.0;0.0;13353.0;0.0;0.0
3927;2012.86;10082.55;422.17;661.42;768.58;0.0;48207.33;1200.0;0.0;2580.0;0.0;0.0;13129.0;0.0;0.0
3928;1108.83;10351.39;433.43;1314.71;316.64;0.0;49107.33;1200.0;0.0;2580.0;0.0;0.0;12957.0;0.0;0.0
3929;231.13;10559.67;442.15;1583.86;0.0;12.05;50007.33;1200.0;0.0;3010.0;0.0;0.0;13055.0;0.0;0.0
3930;0.0;10603.27;443.98;1569.69;0.0;510.76;50907.33;1200.0;0.0;3440.0;0.0;0.0;13798.0;0.0;0.0
3931;0.0;10872.1;455.23;968.8;0.0;235.66;51807.33;1200.0;0.0;3870.0;0.0;0.0;14233.0;0.0;0.0
3932;0.0;10334.43;432.72;691.55;0.0;416.85;52707.33;1200.0;0.0;4300.0;0.0;0.0;14284.0;0.0;0.0
3933;0.0;9699.88;406.15;201.14;0.0;170.97;53607.33;1200.0;0.0;4300.0;0.0;0.0;13377.0;0.0;0.0
3934;0.0;9443.16;395.4;0.0;13.03;0.0;54507.33;1200.0;0.0;3934.47;0.0;0.0;12560.0;0.0;0.0
3935;0.0;9481.91;397.02;11.07;693.93;0.0;55407.33;1200.0;0.0;4730.0;0.0;0.0;12715.0;0.0;0.0
3936;0.0;8920.02;373.5;600.92;4.51;0.0;56307.33;1200.0;0.0;4730.0;0.0;0.0;12819.0;0.0;0.0
3937;0.0;9033.85;378.26;604.75;0.0;246.89;57207.33;1200.0;0.0;3870.0;0.0;0.0;12329.0;0.0;0.0
3938;0.0;9162.21;383.64;314.3;0.0;267.15;58107.33;1200.0;0.0;3440.0;0.0;0.0;12053.0;0.0;0.0
3939;0.0;9222.76;386.17;0.0;0.0;0.0;59007.33;1200.0;0.0;3422.07;0.0;0.0;11831.0;0.0;0.0
3940;0.0;8905.49;372.89;-0.0;0.0;0.0;59907.33;1200.0;0.0;3389.63;0.0;0.0;11468.0;0.0;0.0
3941;0.0;8963.61;375.32;-0.0;441.18;0.0;60807.33;1200.0;0.0;3754.25;0.0;0.0;11452.0;0.0;0.0
3942;0.0;8978.14;375.93;375.0;1545.0;0.0;61707.33;1200.0;0.0;5443.93;0.0;0.0;12053.0;0.0;0.0
3943;0.0;8292.73;347.23;1688.25;519.96;0.0;62607.33;1200.0;0.0;6450.0;0.0;0.0;13370.0;0.0;0.0
3944;0.0;8302.42;347.64;2130.22;0.0;541.94;63507.33;1200.0;0.0;6450.0;0.0;0.0;14442.0;0.0;0.0
3945;76.07;8200.7;343.38;1492.64;0.0;820.86;64407.33;1200.0;0.0;6450.0;0.0;0.0;14691.0;0.0;0.0
3946;763.6;7934.29;332.22;526.93;0.0;447.89;65307.33;1200.0;0.0;6450.0;0.0;0.0;14728.0;0.0;0.0
3947;2217.66;7231.92;302.81;0.0;0.0;0.0;66207.33;1200.0;0.0;6166.61;0.0;0.0;14719.0;0.0;0.0
3948;3458.14;7178.64;300.58;-0.0;-0.0;0.0;67107.33;1200.0;0.0;5056.64;0.0;0.0;14794.0;0.0;0.0
3949;4087.16;7244.03;303.32;0.0;545.29;0.0;68007.33;1200.0;0.0;4824.79;0.0;0.0;14714.0;0.0;0.0
3950;3891.14;7292.47;305.35;463.5;1545.0;0.0;68907.33;1200.0;0.0;5646.04;0.0;0.0;14390.0;0.0;0.0
3951;3013.44;7176.22;300.48;1776.75;1545.0;0.0;69807.33;1200.0;0.0;6382.86;0.0;0.0;14128.0;0.0;0.0
3952;1579.86;6459.32;270.46;3090.0;0.0;-0.0;70707.33;1186.65;0.0;6450.0;425.0;0.0;13998.0;0.0;0.0
3953;301.34;6742.69;282.33;3090.0;0.0;0.0;71597.31;962.36;0.0;6450.0;1275.0;0.0;14089.0;0.0;0.0
3954;0.0;7280.36;304.84;3090.0;0.0;0.0;72319.09;452.2;0.0;6450.0;1275.0;0.0;14858.0;0.0;0.0
3955;0.0;7011.53;293.58;3090.0;0.0;-0.0;72658.24;0.0;293.89;6450.0;1275.0;0.0;15324.0;0.0;0.0
3956;0.0;6866.21;287.5;3090.0;0.0;0.0;72364.35;0.0;604.29;6450.0;1275.0;0.0;15483.0;0.0;0.0
3957;0.0;5916.81;247.75;3090.0;0.0;0.0;71760.06;0.0;677.45;6450.0;1275.0;0.0;14567.0;0.0;0.0
3958;0.0;5568.05;233.14;3090.0;0.0;0.0;71082.61;0.0;208.81;6450.0;1275.0;0.0;13735.0;0.0;0.0
3959;0.0;5202.33;217.83;3090.0;0.0;0.0;70873.8;0.0;721.84;6450.0;1275.0;0.0;13867.0;0.0;0.0
3960;0.0;4897.17;205.05;3090.0;0.0;0.0;70151.97;0.0;1128.78;6450.0;1275.0;0.0;13956.0;0.0;0.0
3961;0.0;5529.3;231.52;3090.0;0.0;0.0;69023.19;0.0;1.18;6450.0;1275.0;0.0;13487.0;0.0;0.0
3962;0.0;5846.57;244.81;3090.0;0.0;0.0;69022.01;565.38;0.0;6450.0;1275.0;0.0;13251.0;0.0;0.0
3963;0.0;5597.11;234.36;3090.0;0.0;0.0;69446.04;500.47;0.0;6450.0;1275.0;0.0;13056.0;0.0;0.0
3964;0.0;5284.68;221.28;3090.0;0.0;0.0;69821.39;534.96;0.0;6450.0;1275.0;0.0;12696.0;0.0;0.0
3965;0.0;5027.95;210.53;3090.0;0.0;0.0;70222.61;287.48;0.0;6450.0;1275.0;0.0;12676.0;0.0;0.0
3966;0.0;4788.18;200.49;3090.0;0.0;0.0;70438.23;0.0;578.33;6450.0;1275.0;0.0;13292.0;0.0;0.0
3967;0.0;4519.35;189.23;3090.0;0.0;972.42;69859.9;0.0;1200.0;6450.0;1275.0;0.0;14606.0;0.0;0.0
3968;0.0;4306.22;180.31;1945.98;0.0;1545.0;68659.9;0.0;1200.0;6450.0;1275.0;690.48;15647.0;0.0;0.0
3969;76.07;4088.24;171.18;128.33;0.0;109.08;67459.9;0.0;1200.0;6450.0;1275.0;2420.43;15790.0;0.0;0.0
3970;1047.39;3681.35;154.14;0.0;0.0;-0.0;66259.9;0.0;1200.0;6450.0;1275.0;1890.11;15698.0;0.0;0.0
3971;2834.97;3274.47;137.11;-0.0;0.0;0.0;65059.9;0.0;1200.0;6450.0;1275.0;394.45;15566.0;0.0;0.0
3972;4303.66;2814.3;117.84;0.0;0.0;0.0;63859.9;0.0;586.21;6450.0;1275.0;0.0;15547.0;0.0;0.0
3973;4880.01;2666.56;111.65;-0.0;0.0;0.0;63273.69;0.0;29.78;6450.0;1275.0;0.0;15413.0;0.0;0.0
3974;4555.26;2790.08;116.83;-0.0;0.0;0.0;63243.91;119.17;0.0;6450.0;1275.0;0.0;15068.0;0.0;0.0
3975;3542.98;3129.15;131.02;-0.0;0.0;0.0;63333.29;0.0;302.84;6450.0;1275.0;0.0;14831.0;0.0;0.0
3976;1805.14;3180.01;133.15;-0.0;0.0;-0.0;63030.45;0.0;1200.0;6450.0;1275.0;660.7;14704.0;0.0;0.0
3977;333.53;3691.04;154.55;0.0;0.0;-0.0;61830.45;0.0;1200.0;6450.0;1275.0;1724.88;14829.0;0.0;0.0
3978;0.0;3819.4;159.92;0.0;0.0;-0.0;60630.45;0.0;1200.0;6450.0;1275.0;2689.67;15594.0;0.0;0.0
3979;0.0;3606.27;151.0;0.0;0.0;-0.0;59430.45;0.0;1200.0;6450.0;1275.0;3340.73;16023.0;0.0;0.0
3980;0.0;3959.88;165.81;0.0;0.0;-0.0;58230.45;0.0;1200.0;6450.0;1275.0;2946.32;15997.0;0.0;0.0
3981;0.0;3654.71;153.03;0.0;0.0;-0.0;57030.45;0.0;1200.0;6450.0;1275.0;2273.26;15006.0;0.0;0.0
3982;0.0;3364.08;140.86;-0.0;0.0;0.0;55830.45;0.0;1200.0;6450.0;1275.0;1755.06;14185.0;0.0;0.0
3983;0.0;3499.71;146.54;0.0;0.0;-0.0;54630.45;0.0;1200.0;6450.0;1275.0;1715.75;14287.0;0.0;0.0
3984;0.0;3659.56;153.23;0.0;0.0;-0.0;53430.45;0.0;1200.0;6450.0;1275.0;1594.21;14332.0;0.0;0.0
3985;0.0;3802.45;159.22;0.0;0.0;-0.0;52230.45;0.0;1200.0;6450.0;1275.0;960.33;13847.0;0.0;0.0
3986;0.0;3548.15;148.57;0.0;0.0;-0.0;51030.45;0.0;1200.0;6450.0;1275.0;968.29;13590.0;0.0;0.0
3987;0.0;3136.42;131.33;0.0;0.0;-0.0;49830.45;0.0;1200.0;6450.0;1275.0;1169.26;13362.0;0.0;0.0
3988;0.0;2932.97;122.81;0.0;0.0;-0.0;48630.45;0.0;1200.0;6450.0;1275.0;980.22;12961.0;0.0;0.0
3989;0.0;2855.47;119.56;0.0;0.0;-0.0;47430.45;0.0;1200.0;6450.0;1275.0;989.97;12890.0;0.0;0.0
3990;0.0;2618.12;109.63;-0.0;0.0;0.0;46230.45;0.0;1200.0;6450.0;1275.0;1820.25;13473.0;0.0;0.0
3991;0.0;2150.69;90.05;0.0;0.0;-0.0;45030.45;0.0;1200.0;6450.0;1275.0;3585.26;14751.0;0.0;0.0
3992;0.0;1918.18;80.32;0.0;0.0;-0.0;43830.45;0.0;1200.0;6450.0;1275.0;4833.5;15757.0;0.0;0.0
3993;81.92;1562.15;65.41;-0.0;0.0;0.0;42630.45;0.0;1200.0;6450.0;1275.0;5254.52;15889.0;0.0;0.0
3994;898.18;1499.18;62.77;0.0;0.0;-0.0;41430.45;0.0;1200.0;6450.0;1275.0;4380.86;15766.0;0.0;0.0
3995;2264.47;1753.49;73.42;0.0;0.0;-0.0;40230.45;0.0;1200.0;6450.0;1275.0;2639.63;15656.0;0.0;0.0
3996;3288.45;1869.74;78.29;0.0;0.0;-0.0;39030.45;0.0;1200.0;6450.0;1275.0;1474.52;15636.0;0.0;0.0
3997;3703.89;1944.82;81.43;0.0;0.0;-0.0;37830.45;0.0;1200.0;6450.0;1275.0;873.85;15529.0;0.0;0.0
3998;3557.61;2073.18;86.81;0.0;0.0;-0.0;36630.45;0.0;1200.0;6450.0;1275.0;542.4;15185.0;0.0;0.0
3999;2753.05;2223.34;93.1;0.0;0.0;-0.0;35430.45;0.0;1200.0;6450.0;1275.0;876.51;14871.0;0.0;0.0
4000;1451.13;2516.4;105.37;0.0;0.0;-0.0;34230.45;0.0;1200.0;6450.0;1275.0;1690.1;14688.0;0.0;0.0
4001;289.64;2748.91;115.1;-0.0;0.0;0.0;33030.45;0.0;1200.0;6450.0;1275.0;2641.35;14720.0;0.0;0.0
4002;2.93;2833.67;118.65;0.0;0.0;-0.0;31830.45;0.0;1200.0;6450.0;1275.0;3518.75;15399.0;0.0;0.0
4003;0.0;3003.21;125.75;0.0;0.0;-0.0;30630.45;0.0;1200.0;6450.0;1275.0;3754.04;15808.0;0.0;0.0
4004;0.0;3250.25;136.09;0.0;0.0;-0.0;29430.45;0.0;1200.0;6450.0;1275.0;3217.66;15529.0;0.0;0.0
4005;0.0;3506.97;146.84;-0.0;0.0;0.0;28230.45;0.0;1200.0;6450.0;1275.0;2080.18;14659.0;0.0;0.0
4006;0.0;3775.81;158.1;0.0;0.0;-0.0;27030.45;0.0;1200.0;6450.0;1275.0;1098.09;13957.0;0.0;0.0
4007;0.0;4030.11;168.75;0.0;0.0;-0.0;25830.45;0.0;1200.0;6450.0;1275.0;935.14;14059.0;0.0;0.0
4008;0.0;3841.2;160.84;0.0;0.0;-0.0;24630.45;0.0;1200.0;6450.0;1275.0;1179.96;14107.0;0.0;0.0
4009;0.0;2954.77;123.72;0.0;0.0;-0.0;23430.45;0.0;1200.0;6450.0;1275.0;1572.51;13576.0;0.0;0.0
4010;0.0;3257.51;136.4;-0.0;0.0;0.0;22230.45;0.0;1200.0;6450.0;1275.0;1012.09;13331.0;0.0;0.0
4011;0.0;3611.12;151.2;0.0;0.0;-0.0;21030.45;0.0;1200.0;6450.0;1275.0;407.68;13095.0;0.0;0.0
4012;0.0;4180.27;175.04;0.0;0.0;0.0;19830.45;0.0;609.69;6450.0;1275.0;0.0;12690.0;0.0;0.0
4013;0.0;4374.03;183.15;-0.0;0.0;0.0;19220.75;0.0;346.82;6450.0;1275.0;0.0;12629.0;0.0;0.0
4014;0.0;4407.94;184.57;-0.0;0.0;0.0;18873.93;0.0;886.5;6450.0;1275.0;0.0;13204.0;0.0;0.0
4015;0.0;4611.38;193.09;-0.0;0.0;-0.0;17987.44;0.0;1200.0;6450.0;1275.0;714.53;14444.0;0.0;0.0
4016;0.0;4776.07;199.98;-0.0;0.0;0.0;16787.44;0.0;1200.0;6450.0;1275.0;1556.95;15458.0;0.0;0.0
4017;58.51;5035.22;210.83;0.0;0.0;-0.0;15587.44;0.0;1200.0;6450.0;1275.0;1379.43;15609.0;0.0;0.0
4018;760.67;5090.92;213.17;0.0;0.0;-0.0;14387.44;0.0;1200.0;6450.0;1275.0;549.24;15539.0;0.0;0.0
4019;2094.78;5258.04;220.16;0.0;0.0;-0.0;13187.44;0.0;92.02;6450.0;1275.0;0.0;15390.0;0.0;0.0
4020;3101.21;5861.1;245.41;0.0;-0.0;0.0;13095.42;1200.0;0.0;6450.0;877.28;0.0;15335.0;0.0;0.0
4021;3563.46;5788.44;242.37;0.0;672.25;0.0;13995.42;1200.0;0.0;6450.0;1023.97;0.0;15196.0;0.0;0.0
4022;3320.63;6270.41;262.55;571.42;1545.0;0.0;14895.42;1200.0;0.0;6450.0;1268.4;0.0;14827.0;0.0;0.0
4023;2603.84;6294.63;263.57;1884.67;1180.04;0.0;15795.42;1200.0;0.0;6450.0;1275.0;0.0;14507.0;0.0;0.0
4024;1322.4;6439.95;269.65;2887.7;238.0;0.0;16695.42;1200.0;0.0;6450.0;1275.0;0.0;14319.0;0.0;0.0
4025;248.68;6808.08;285.07;3090.0;0.0;-0.0;17595.42;770.83;0.0;6450.0;1275.0;0.0;14296.0;0.0;0.0
4026;0.0;6553.78;274.42;3090.0;0.0;0.0;18173.54;0.0;412.8;6450.0;1275.0;0.0;14966.0;0.0;0.0
4027;0.0;6052.44;253.43;3090.0;0.0;42.14;17760.74;0.0;1200.0;6450.0;1275.0;0.0;15273.0;0.0;0.0
4028;0.0;5313.74;222.5;3040.43;0.0;492.76;16560.74;0.0;1200.0;6450.0;1275.0;0.0;14954.0;0.0;0.0
4029;0.0;4589.58;192.17;2460.71;0.0;565.24;15360.74;0.0;1200.0;6450.0;1275.0;0.0;14272.0;0.0;0.0
4030;0.0;5032.8;210.73;1795.71;0.0;0.0;14160.74;0.0;747.47;6450.0;1275.0;0.0;13716.0;0.0;0.0
4031;0.0;4851.15;203.13;1795.71;0.0;0.0;13413.27;0.0;1115.72;6450.0;1275.0;0.0;13895.0;0.0;0.0
4032;0.0;5006.16;209.62;1795.71;0.0;0.0;12297.54;0.0;998.23;6450.0;1275.0;0.0;13939.0;0.0;0.0
4033;0.0;5551.05;232.43;1545.0;0.0;1075.51;0.0;-0.0;0.0;6450.0;0.0;0.0;13309.0;0.0;0.0
4034;0.0;5061.83;211.95;279.69;0.0;1.23;-0.0;0.0;0.0;6450.0;1275.0;0.0;13000.0;0.0;0.0
4035;0.0;4703.38;196.94;278.25;0.0;54.68;0.0;0.0;0.0;6450.0;1275.0;0.0;12680.0;0.0;0.0
4036;0.0;4199.62;175.85;213.92;0.0;83.53;-0.0;0.0;0.0;6450.0;1275.0;0.0;12184.0;0.0;0.0
4037;0.0;3364.06;140.86;115.65;0.0;98.3;-0.0;0.0;-0.0;6450.0;1275.0;645.78;11974.0;0.0;0.0
4038;0.0;2613.26;109.42;0.0;0.0;-0.0;-0.0;0.0;0.0;6450.0;1275.0;1736.32;12184.0;0.0;0.0
4039;0.0;2615.68;109.52;0.0;0.0;-0.0;-0.0;0.0;0.0;6450.0;1275.0;2103.8;12554.0;0.0;0.0
4040;0.0;2581.77;108.1;0.0;0.0;-0.0;-0.0;0.0;0.0;6450.0;1275.0;2578.12;12993.0;0.0;0.0
4041;58.51;2954.75;123.72;-0.0;0.0;0.0;-0.0;0.0;0.0;6450.0;1275.0;2600.02;13462.0;0.0;0.0
4042;789.93;2608.41;109.22;0.0;0.0;-0.0;-0.0;0.0;0.0;6450.0;1275.0;2514.44;13747.0;0.0;0.0
4043;2352.24;2467.94;103.34;-0.0;0.0;0.0;-0.0;0.0;0.0;6450.0;1275.0;1071.48;13720.0;0.0;0.0
4044;3662.93;2276.61;95.33;0.0;0.0;0.0;-0.0;0.0;0.0;6450.0;1253.13;0.0;13738.0;0.0;0.0
4045;4212.96;2145.83;89.85;-0.0;0.0;0.0;-0.0;0.0;0.0;6450.0;1010.36;0.0;13909.0;0.0;0.0
4046;4057.9;2259.66;94.62;-0.0;0.0;0.0;-0.0;0.0;0.0;6450.0;493.83;0.0;13356.0;0.0;0.0
4047;3200.68;2053.79;86.0;-0.0;0.0;0.0;-0.0;0.0;0.0;6450.0;1065.53;0.0;12856.0;0.0;0.0
4048;1673.48;1784.96;74.74;-0.0;0.0;-0.0;-0.0;0.0;0.0;6450.0;1275.0;1295.82;12554.0;0.0;0.0
4049;354.01;1399.87;58.62;-0.0;0.0;0.0;-0.0;0.0;0.0;6450.0;1275.0;3004.51;12542.0;0.0;0.0
4050;0.0;1026.9;43.0;0.0;0.0;-0.0;-0.0;0.0;0.0;6450.0;1275.0;4448.11;13243.0;0.0;0.0
4051;0.0;869.47;36.41;-0.0;0.0;0.0;-0.0;0.0;0.0;6450.0;1275.0;5053.12;13684.0;0.0;0.0
4052;0.0;787.13;32.96;-0.0;0.0;0.0;-0.0;0.0;0.0;6450.0;1275.0;5011.92;13557.0;0.0;0.0
4053;0.0;791.97;33.16;0.0;0.0;-0.0;0.0;0.0;-0.0;6450.0;1275.0;4554.87;13105.0;0.0;0.0
4054;0.0;842.83;35.29;-0.0;0.0;0.0;-0.0;0.0;0.0;6450.0;1275.0;4079.88;12683.0;0.0;0.0
4055;0.0;782.28;32.76;0.0;0.0;-0.0;-0.0;0.0;0.0;6450.0;1275.0;4455.96;12996.0;0.0;0.0
4056;0.0;697.51;29.21;0.0;0.0;-0.0;-0.0;0.0;0.0;6450.0;1275.0;4853.28;13305.0;0.0;0.0
4057;0.0;520.71;21.8;0.0;0.0;-0.0;-0.0;0.0;0.0;6450.0;1275.0;4655.48;12923.0;0.0;0.0
4058;0.0;675.72;28.29;-0.0;0.0;0.0;-0.0;0.0;0.0;6450.0;1275.0;4206.99;12636.0;0.0;0.0
4059;0.0;661.19;27.69;0.0;0.0;-0.0;-0.0;0.0;0.0;6450.0;1275.0;3898.13;12312.0;0.0;0.0
4060;0.0;767.75;32.15;0.0;0.0;-0.0;-0.0;0.0;0.0;6450.0;1275.0;3240.1;11765.0;0.0;0.0
4061;0.0;959.08;40.16;0.0;0.0;-0.0;-0.0;0.0;0.0;6450.0;1275.0;2738.76;11463.0;0.0;0.0
4062;0.0;1283.62;53.75;0.0;0.0;-0.0;-0.0;0.0;0.0;6450.0;1275.0;2454.63;11517.0;0.0;0.0
4063;0.0;1782.54;74.64;0.0;0.0;-0.0;-0.0;0.0;0.0;6450.0;1275.0;2101.82;11684.0;0.0;0.0
4064;0.0;2346.85;98.27;0.0;0.0;-0.0;-0.0;0.0;0.0;6450.0;1275.0;1711.89;11882.0;0.0;0.0
4065;64.36;2758.57;115.51;0.0;0.0;-0.0;-0.0;0.0;0.0;6450.0;1275.0;1565.55;12229.0;0.0;0.0
4066;807.48;3189.68;133.56;0.0;0.0;-0.0;-0.0;0.0;0.0;6450.0;1275.0;801.28;12657.0;0.0;0.0
4067;2182.55;3812.11;159.62;0.0;0.0;-0.0;0.0;0.0;-0.0;6450.0;340.0;1.72;12946.0;0.0;0.0
4068;3013.44;4117.27;172.4;0.0;0.0;-0.0;0.0;626.11;0.0;6450.0;0.0;0.0;13127.0;0.0;0.0
4069;3364.52;4705.8;197.04;0.0;136.36;0.0;469.58;1200.0;0.0;6450.0;0.0;0.0;13381.0;0.0;0.0
4070;3124.61;5611.6;234.97;115.91;1395.18;0.0;1369.58;1200.0;0.0;6450.0;0.0;0.0;12826.0;0.0;0.0
4071;2419.53;5621.29;235.37;1301.81;1229.19;0.0;2269.58;1200.0;0.0;6450.0;0.0;0.0;12297.0;0.0;0.0
4072;1293.14;5531.68;231.62;2346.63;276.45;0.0;3169.58;1200.0;0.0;6450.0;0.0;0.0;12030.0;0.0;0.0
4073;228.2;6340.6;265.49;2581.61;142.3;0.0;4069.58;1200.0;0.0;6450.0;0.0;0.0;11942.0;0.0;0.0
4074;2.93;6289.74;263.36;2702.56;0.0;36.33;4969.58;445.36;0.0;6450.0;0.0;0.0;12597.0;0.0;0.0
4075;0.0;7413.52;310.42;2659.81;0.0;0.0;5303.61;1196.93;0.0;6450.0;0.0;0.0;12977.0;0.0;0.0
4076;0.0;6812.88;285.27;2659.81;0.0;0.0;6201.31;779.15;0.0;6450.0;0.0;0.0;12769.0;0.0;0.0
4077;0.0;6820.14;285.57;2659.81;0.0;0.0;6785.67;1171.72;0.0;6450.0;0.0;0.0;12384.0;0.0;0.0
4078;0.0;6766.86;283.34;2659.81;361.2;0.0;7664.45;1200.0;0.0;6450.0;0.0;0.0;11939.0;0.0;0.0
4079;0.0;6631.23;277.66;2966.84;144.9;0.0;8564.45;1200.0;0.0;6450.0;0.0;0.0;12014.0;0.0;0.0
4080;0.0;6527.09;273.3;3090.0;0.0;0.0;9464.45;1086.39;0.0;6450.0;0.0;0.0;12164.0;0.0;0.0
4081;0.0;5761.76;241.26;3090.0;0.0;0.0;10279.25;634.02;0.0;6450.0;0.0;0.0;11819.0;0.0;0.0
4082;0.0;5594.65;234.26;3090.0;0.0;0.0;10754.76;756.91;0.0;6450.0;0.0;0.0;11522.0;0.0;0.0
4083;0.0;5359.72;224.42;3090.0;0.0;0.0;11322.45;815.14;0.0;6450.0;0.0;0.0;11219.0;0.0;0.0
4084;0.0;4521.74;189.33;3090.0;0.0;0.0;11933.8;394.07;0.0;6450.0;0.0;0.0;10767.0;0.0;0.0
4085;0.0;4468.45;187.1;3090.0;0.0;0.0;12229.36;411.56;0.0;6450.0;0.0;0.0;10694.0;0.0;0.0
4086;0.0;4182.67;175.14;3090.0;0.0;-0.0;12538.02;0.0;488.2;6450.0;0.0;0.0;11296.0;0.0;0.0
4087;0.0;4022.82;168.44;3090.0;0.0;144.74;12049.83;0.0;1200.0;6450.0;510.0;0.0;12496.0;0.0;0.0
4088;0.0;4056.73;169.86;2919.72;0.0;393.41;10849.83;0.0;1200.0;6450.0;1275.0;0.0;13545.0;0.0;0.0
4089;67.29;3625.62;151.81;2456.89;0.0;1110.27;9649.83;0.0;1200.0;6450.0;1275.0;0.0;13880.0;0.0;0.0
4090;640.72;3235.69;135.48;1150.68;0.0;978.08;8449.83;0.0;1200.0;6450.0;1275.0;53.02;13968.0;0.0;0.0
4091;1676.41;3274.44;137.11;0.0;0.0;-0.0;7249.83;0.0;1200.0;6450.0;1190.0;30.04;13958.0;0.0;0.0
4092;2507.3;3463.35;145.02;0.0;0.0;-0.0;6049.83;0.0;1200.0;6450.0;255.0;13.33;14034.0;0.0;0.0
4093;2881.78;3407.65;142.69;0.0;0.0;0.0;4849.83;0.0;413.88;6450.0;680.0;0.0;13976.0;0.0;0.0
4094;2837.9;3308.35;138.53;-0.0;0.0;0.0;4435.94;0.0;22.22;6450.0;935.0;0.0;13692.0;0.0;0.0
4095;2217.66;3388.27;141.87;-0.0;0.0;0.0;4413.72;0.0;63.2;6450.0;1190.0;0.0;13451.0;0.0;0.0
