t;Solar;Onshore;Offshore;Battery_stock;Battery_charge;Battery_discharge;STEP_stock;STEP_charge;STEP_discharge;H2_CCG;H2_TAC;Hydro;H2_stock;Load;Defailance;Exces
5632;23600.0;6047.2;2684.35;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;305538.89;11215.0;0.0;21116.55
5633;14766.67;6298.5;2795.9;0.0;4924.26;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;311049.85;11064.0;0.0;7872.8
5634;4266.67;6259.66;2778.66;4185.62;2032.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;311049.85;11272.0;0.0;0.0
5635;216.67;6942.74;3081.88;5913.66;0.0;2011.71;-0.0;0.0;0.0;0.0;0.0;0.0;311049.85;12253.0;0.0;0.0
5636;0.0;7283.14;3232.98;3546.94;0.0;2190.88;-0.0;0.0;0.0;0.0;0.0;0.0;311049.85;12707.0;0.0;0.0
5637;0.0;7687.51;3412.48;969.43;0.0;824.02;-0.0;0.0;-0.0;0.0;0.0;0.0;311049.85;11924.0;0.0;0.0
5638;0.0;8091.87;3591.97;0.0;-0.0;0.0;0.0;49.63;0.0;0.0;0.0;0.0;311328.59;11236.0;0.0;398.21
5639;0.0;8103.29;3597.04;0.0;0.0;0.0;37.23;220.34;0.0;0.0;0.0;0.0;311328.59;11480.0;0.0;0.0
5640;0.0;7959.37;3533.15;-0.0;0.0;-0.0;202.48;0.0;202.48;0.0;0.0;0.0;311328.59;11695.0;0.0;0.0
5641;0.0;8247.22;3660.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;311818.7;11208.0;0.0;700.15
5642;0.0;8900.6;3950.97;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;313149.1;10951.0;0.0;1900.57
5643;0.0;9110.78;4044.26;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;314864.83;10704.0;0.0;2451.05
5644;0.0;9631.66;4275.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;317387.03;10304.0;0.0;3603.14
5645;0.0;9837.27;4366.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;320156.94;10247.0;0.0;3957.02
5646;0.0;9768.73;4336.33;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;322499.18;10759.0;0.0;3346.06
5647;0.0;9661.36;4288.67;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;323956.6;11868.0;0.0;2082.02
5648;100.0;9462.6;4200.44;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;324752.52;12626.0;0.0;1137.04
5649;3383.33;9547.13;4237.96;0.0;0.0;0.0;0.0;214.81;0.0;0.0;0.0;0.0;327631.35;12841.0;0.0;4112.61
5650;11666.67;9556.27;4242.02;0.0;0.0;-0.0;161.11;1200.0;0.0;0.0;0.0;0.0;335628.12;12841.0;0.0;11423.95
5651;19783.33;9172.46;4071.65;0.0;0.0;-0.0;1061.11;1200.0;0.0;0.0;0.0;0.0;349005.43;12717.0;0.0;19110.44
5652;23783.33;9343.8;4147.7;0.0;0.0;-0.0;1961.11;1200.0;0.0;0.0;0.0;0.0;365364.31;12705.0;0.0;23369.84
5653;26433.33;9279.84;4119.31;0.0;0.0;-0.0;2861.11;1200.0;0.0;0.0;0.0;0.0;383610.85;12566.0;0.0;26066.48
5654;25450.0;9526.57;4228.83;0.0;0.0;-0.0;3761.11;1200.0;0.0;0.0;0.0;0.0;401673.23;12202.0;0.0;25803.4
5655;23166.67;9496.87;4215.65;0.0;0.0;-0.0;4661.11;1200.0;0.0;0.0;0.0;0.0;418345.26;11862.0;0.0;23817.18
5656;17416.67;9412.34;4178.13;0.0;0.0;-0.0;5561.11;1200.0;0.0;0.0;0.0;0.0;431153.95;11509.0;0.0;18298.13
5657;9850.0;9823.56;4360.67;0.0;0.0;-0.0;6461.11;1200.0;0.0;0.0;0.0;0.0;439225.81;11303.0;0.0;11531.23
5658;3016.67;8816.07;3913.44;0.0;333.41;0.0;7361.11;1200.0;0.0;0.0;0.0;0.0;441220.66;11363.0;0.0;2849.78
5659;216.67;9241.0;4102.07;283.4;228.74;0.0;8261.11;1200.0;0.0;0.0;0.0;0.0;441220.66;12131.0;0.0;0.0
5660;0.0;9101.64;4040.21;477.82;0.0;406.15;9161.11;1200.0;0.0;0.0;0.0;0.0;441220.66;12348.0;0.0;0.0
5661;0.0;9259.28;4110.18;0.0;0.0;0.0;10061.11;1200.0;0.0;0.0;0.0;0.0;441738.98;11429.0;0.0;740.46
5662;0.0;9341.52;4146.69;0.0;0.0;0.0;10961.11;1200.0;0.0;0.0;0.0;0.0;442846.52;10706.0;0.0;1582.21
5663;0.0;9487.73;4211.59;0.0;0.0;0.0;11861.11;1200.0;0.0;0.0;0.0;0.0;443985.65;10872.0;0.0;1627.32
5664;0.0;9416.91;4180.16;0.0;-0.0;0.0;12761.11;1200.0;0.0;0.0;0.0;0.0;444929.29;11049.0;0.0;1348.07
5665;0.0;9154.19;4063.53;0.0;-0.0;0.0;13661.11;1200.0;0.0;0.0;0.0;0.0;445979.1;10518.0;0.0;1499.72
5666;0.0;8701.85;3862.74;0.0;-0.0;0.0;14561.11;1200.0;0.0;0.0;0.0;0.0;446781.01;10219.0;0.0;1145.59
5667;0.0;8848.06;3927.64;0.0;935.88;0.0;15461.11;1200.0;0.0;0.0;0.0;0.0;447277.18;9931.0;0.0;708.82
5668;0.0;8834.35;3921.56;795.5;2054.91;0.0;16361.11;1200.0;0.0;0.0;0.0;0.0;447277.18;9501.0;0.0;0.0
5669;0.0;7920.53;3515.91;2542.17;805.44;0.0;17261.11;1200.0;0.0;0.0;0.0;0.0;447277.18;9431.0;0.0;0.0
5670;0.0;8114.72;3602.11;3226.8;582.83;0.0;18161.11;1200.0;0.0;0.0;0.0;0.0;447277.18;9934.0;0.0;0.0
5671;0.0;7778.89;3453.04;3722.2;0.0;1033.07;19061.11;1200.0;0.0;0.0;0.0;0.0;447277.18;11065.0;0.0;0.0
5672;183.33;7575.56;3362.78;2506.82;0.0;1955.32;19961.11;1200.0;0.0;0.0;0.0;0.0;447277.18;11877.0;0.0;0.0
5673;2450.0;7454.48;3309.04;206.45;0.0;175.48;20861.11;1200.0;0.0;0.0;0.0;0.0;447277.18;12189.0;0.0;0.0
5674;8200.0;6981.58;3099.12;0.0;0.0;0.0;21761.11;1200.0;0.0;0.0;0.0;0.0;450640.47;12276.0;0.0;4804.7
5675;13850.0;7555.0;3353.66;0.0;0.0;-0.0;22661.11;1200.0;0.0;0.0;0.0;0.0;458577.53;12220.0;0.0;11338.66
5676;14950.0;8126.14;3607.18;0.0;0.0;-0.0;23561.11;1200.0;0.0;0.0;0.0;0.0;467819.86;12280.0;0.0;13203.32
5677;16283.33;7913.68;3512.87;0.0;0.0;-0.0;24461.11;1200.0;0.0;0.0;0.0;0.0;477830.47;12209.0;0.0;14300.88
5678;17300.0;7842.86;3481.43;0.0;0.0;-0.0;25361.11;1200.0;0.0;0.0;0.0;0.0;488723.38;11863.0;0.0;15561.29
5679;16566.67;7941.09;3525.04;0.0;3742.47;0.0;26261.11;1200.0;0.0;0.0;0.0;0.0;496807.21;11542.0;0.0;11548.33
5680;14733.33;7365.38;3269.49;3181.1;7500.0;0.0;27161.11;1200.0;0.0;0.0;0.0;0.0;500657.35;11168.0;0.0;5500.2
5681;8633.33;6878.78;3053.48;9556.1;6404.59;0.0;28061.11;1200.0;0.0;0.0;0.0;0.0;500657.35;10961.0;0.0;0.0
5682;2683.33;6168.28;2738.09;15000.0;0.0;-0.0;28961.11;518.71;0.0;0.0;0.0;0.0;500657.35;11071.0;0.0;0.0
5683;300.0;5976.38;2652.91;15000.0;0.0;1781.71;29350.14;0.0;1200.0;0.0;0.0;0.0;500657.35;11911.0;0.0;0.0
5684;0.0;5773.05;2562.65;12903.87;0.0;2530.29;28150.14;0.0;1200.0;0.0;0.0;0.0;500657.35;12066.0;0.0;0.0
5685;0.0;5117.39;2271.6;9927.05;0.0;2693.01;26950.14;0.0;1200.0;0.0;0.0;0.0;500657.35;11282.0;0.0;0.0
5686;0.0;3895.16;1729.06;6758.81;0.0;3831.79;25750.14;0.0;1200.0;0.0;0.0;0.0;500657.35;10656.0;0.0;0.0
5687;0.0;3643.86;1617.5;2250.82;0.0;915.53;24550.14;0.0;1200.0;0.0;0.0;3472.11;500657.35;10849.0;0.0;0.0
5688;0.0;3739.81;1660.1;1173.72;0.0;0.0;23350.14;0.0;1200.0;0.0;0.0;4436.1;500657.35;11036.0;0.0;0.0
5689;0.0;3796.92;1685.45;1173.72;0.0;0.0;22150.14;0.0;1200.0;0.0;0.0;3889.63;500657.35;10572.0;0.0;0.0
5690;0.0;3506.78;1556.66;1173.72;0.0;0.0;20950.14;0.0;1200.0;0.0;0.0;4008.56;500657.35;10272.0;0.0;0.0
5691;0.0;3221.21;1429.89;1173.72;0.0;0.0;19750.14;0.0;1200.0;0.0;0.0;4153.89;500657.35;10005.0;0.0;0.0
5692;0.0;3177.81;1410.63;1173.72;0.0;0.0;18550.14;0.0;1200.0;0.0;0.0;3819.57;500657.35;9608.0;0.0;0.0
5693;0.0;3100.13;1376.15;1173.72;0.0;0.0;17350.14;0.0;1200.0;0.0;0.0;3893.72;500657.35;9570.0;0.0;0.0
5694;0.0;2887.67;1281.83;1173.72;0.0;0.0;16150.14;0.0;1200.0;0.0;0.0;4691.5;500657.35;10061.0;0.0;0.0
5695;0.0;2759.73;1225.04;1173.72;0.0;0.0;14950.14;0.0;1200.0;0.0;0.0;5951.22;500657.35;11136.0;0.0;0.0
5696;216.67;2437.61;1082.05;1173.72;0.0;997.67;13750.14;0.0;1200.0;0.0;0.0;6000.0;500657.35;11934.0;0.0;0.0
5697;3166.67;2284.55;1014.11;0.0;0.0;-0.0;12550.14;0.0;1200.0;0.0;0.0;4592.68;500657.35;12258.0;0.0;0.0
5698;9666.67;2186.31;970.5;0.0;0.0;-0.0;11350.14;466.48;0.0;0.0;0.0;0.0;500657.35;12357.0;0.0;0.0
5699;16466.67;2298.26;1020.19;0.0;-0.0;0.0;11700.0;1200.0;0.0;0.0;0.0;0.0;505093.33;12248.0;0.0;6337.12
5700;20233.33;2471.88;1097.27;0.0;0.0;-0.0;12600.0;1200.0;0.0;0.0;0.0;0.0;512327.47;12268.0;0.0;10334.48
5701;22433.33;2618.09;1162.17;0.0;0.0;-0.0;13500.0;1200.0;0.0;0.0;0.0;0.0;521307.49;12185.0;0.0;12828.59
5702;22783.33;2972.2;1319.36;0.0;0.0;-0.0;14400.0;1200.0;0.0;0.0;0.0;0.0;531179.51;11772.0;0.0;14102.89
5703;21400.0;3127.55;1388.31;0.0;5261.61;0.0;15300.0;1200.0;0.0;0.0;0.0;0.0;536812.58;11407.0;0.0;8047.25
5704;18300.0;3403.98;1511.02;4472.37;7500.0;0.0;16200.0;1200.0;0.0;0.0;0.0;0.0;539247.18;11037.0;0.0;3478.0
5705;11416.67;3769.51;1673.28;10847.37;4885.45;0.0;17100.0;1200.0;0.0;0.0;0.0;0.0;539247.18;10774.0;0.0;0.0
5706;3733.33;3792.35;1683.42;15000.0;0.0;474.9;18000.0;0.0;1200.0;0.0;0.0;0.0;539247.18;10884.0;0.0;0.0
5707;266.67;3495.36;1551.59;14441.3;0.0;5116.39;16800.0;0.0;1200.0;0.0;0.0;0.0;539247.18;11630.0;0.0;0.0
5708;0.0;3383.42;1501.89;8422.02;0.0;5820.69;15600.0;0.0;1200.0;0.0;0.0;0.0;539247.18;11906.0;0.0;0.0
5709;0.0;3454.24;1533.33;1574.15;0.0;1338.03;14400.0;0.0;1200.0;0.0;0.0;3671.4;539247.18;11197.0;0.0;0.0
5710;0.0;3771.79;1674.29;0.0;0.0;-0.0;13200.0;0.0;1200.0;0.0;0.0;3988.92;539247.18;10635.0;0.0;0.0
5711;0.0;3502.21;1554.63;0.0;0.0;-0.0;12000.0;0.0;1200.0;0.0;0.0;4635.16;539247.18;10892.0;0.0;0.0
5712;0.0;3918.0;1739.2;0.0;0.0;-0.0;10800.0;0.0;1200.0;0.0;0.0;4222.8;539247.18;11080.0;0.0;0.0
5713;0.0;3324.02;1475.53;0.0;0.0;0.0;0.0;0.0;0.0;5590.0;0.0;157.45;622733.65;10547.0;0.0;0.0
5714;0.0;3442.81;1528.26;0.0;0.0;0.0;0.0;0.0;0.0;3347.21;0.0;1863.71;616039.23;10182.0;0.0;0.0
5715;0.0;3666.7;1627.64;0.0;0.0;0.0;0.0;0.0;0.0;4550.66;0.0;0.0;606937.92;9845.0;0.0;0.0
5716;0.0;3673.55;1630.69;0.0;0.0;0.0;0.0;0.0;0.0;4062.76;0.0;0.0;598812.4;9367.0;0.0;0.0
5717;0.0;4007.1;1778.75;0.0;0.0;0.0;0.0;0.0;0.0;3377.16;0.0;0.0;592058.09;9163.0;0.0;0.0
5718;0.0;4776.99;2120.5;0.0;0.0;0.0;0.0;0.0;0.0;2426.51;0.0;0.0;587205.08;9324.0;0.0;0.0
5719;0.0;5277.31;2342.59;0.0;0.0;0.0;0.0;0.0;0.0;1720.0;0.0;392.1;583765.08;9732.0;0.0;0.0
5720;233.33;5457.79;2422.71;0.0;0.0;0.0;0.0;0.0;0.0;1720.0;0.0;182.17;580325.08;10016.0;0.0;0.0
5721;3650.0;5581.15;2477.47;0.0;0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;580337.41;10491.0;0.0;17.62
5722;11400.0;5350.41;2375.04;0.0;0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;585289.53;10851.0;0.0;7074.46
5723;18916.67;5071.7;2251.32;0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;595198.51;10884.0;0.0;14155.69
5724;22916.67;5092.26;2260.45;0.0;0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;607873.67;10962.0;0.0;18107.37
5725;25183.33;5651.97;2508.9;0.0;0.0;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;622565.42;11156.0;0.0;20988.21
5726;26333.33;6545.23;2905.42;0.0;0.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;639355.61;10598.0;0.0;23985.99
5727;25116.67;6942.74;3081.88;0.0;599.74;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;655634.49;10086.0;0.0;23255.55
5728;21450.0;6266.52;2781.7;509.78;7500.0;0.0;6300.0;1200.0;0.0;0.0;0.0;0.0;664073.84;9742.0;0.0;12056.22
5729;13116.67;6140.87;2725.92;6884.78;7500.0;0.0;7200.0;1200.0;0.0;0.0;0.0;0.0;666708.96;9519.0;0.0;3764.46
5730;4466.67;5864.44;2603.22;13259.78;2047.32;0.0;8100.0;1200.0;0.0;0.0;0.0;0.0;666708.96;9687.0;0.0;0.0
5731;383.33;5576.58;2475.44;15000.0;0.0;973.64;9000.0;0.0;1200.0;0.0;0.0;0.0;666708.96;10609.0;0.0;0.0
5732;0.0;5051.14;2242.19;13854.54;0.0;2529.67;7800.0;0.0;1200.0;0.0;0.0;0.0;666708.96;11023.0;0.0;0.0
5733;0.0;5254.46;2332.45;10878.46;0.0;1742.09;6600.0;0.0;1200.0;0.0;0.0;0.0;666708.96;10529.0;0.0;0.0
5734;0.0;5679.39;2521.07;8828.94;0.0;692.54;5400.0;0.0;1200.0;0.0;0.0;0.0;666708.96;10093.0;0.0;0.0
5735;0.0;5704.52;2532.23;8014.19;0.0;1065.25;4200.0;0.0;1200.0;0.0;0.0;0.0;666708.96;10502.0;0.0;0.0
5736;0.0;5480.63;2432.85;6760.95;0.0;1734.52;3000.0;0.0;1200.0;0.0;0.0;0.0;666708.96;10848.0;0.0;0.0
5737;0.0;5240.75;2326.37;4720.34;0.0;1692.88;1800.0;0.0;1200.0;0.0;0.0;0.0;666708.96;10460.0;0.0;0.0
5738;0.0;5338.99;2369.97;2728.71;0.0;2308.04;600.0;0.0;0.0;151.0;0.0;0.0;666406.96;10168.0;0.0;0.0
5739;0.0;4980.32;2210.76;13.37;0.0;11.37;600.0;0.0;600.0;1720.0;0.0;335.56;662966.96;9858.0;0.0;0.0
5740;0.0;6058.62;2689.42;0.0;0.0;0.0;0.0;0.0;0.0;615.96;0.0;0.0;661735.04;9364.0;0.0;0.0
5741;0.0;5677.1;2520.06;0.0;0.0;0.0;0.0;0.0;0.0;937.84;0.0;0.0;659859.37;9135.0;0.0;0.0
5742;0.0;5887.28;2613.36;0.0;0.0;0.0;0.0;0.0;0.0;453.0;0.0;227.36;658953.37;9181.0;0.0;0.0
5743;0.0;6136.3;2723.9;0.0;0.0;0.0;0.0;0.0;0.0;530.81;0.0;0.0;657891.75;9391.0;0.0;0.0
5744;116.67;5983.23;2655.95;0.0;0.0;0.0;0.0;0.0;0.0;722.15;0.0;0.0;656447.45;9478.0;0.0;0.0
5745;4016.67;6218.54;2760.4;0.0;0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;657775.78;9898.0;0.0;1897.61
5746;12633.33;6933.61;3077.82;0.0;0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;665578.51;10298.0;0.0;11146.76
5747;21333.33;7479.61;3320.19;0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;679919.51;10446.0;0.0;20487.14
5748;27333.33;7680.65;3409.43;0.0;0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;698612.6;10519.0;0.0;26704.42
5749;30300.0;7785.74;3456.08;0.0;0.0;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;719352.78;10713.0;0.0;29628.82
5750;31450.0;8704.13;3863.75;0.0;0.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;742303.6;10031.0;0.0;32786.88
5751;29283.33;9103.93;4041.22;0.0;0.0;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;764537.34;9466.0;0.0;31762.48
5752;23683.33;9275.27;4117.28;0.0;0.0;0.0;6300.0;1200.0;0.0;0.0;0.0;0.0;783271.35;9113.0;0.0;26762.88
5753;14700.0;9174.75;4072.66;0.0;0.0;0.0;7200.0;1200.0;0.0;0.0;0.0;0.0;795730.24;8949.0;0.0;17798.41
5754;4966.67;9551.7;4239.99;0.0;0.0;0.0;8100.0;1200.0;0.0;0.0;0.0;0.0;801603.49;9168.0;0.0;8390.35
5755;316.67;10202.79;4529.01;0.0;0.0;0.0;9000.0;1200.0;0.0;0.0;0.0;0.0;804181.91;10165.0;0.0;3683.47
5756;0.0;10474.66;4649.69;0.0;0.0;0.0;9900.0;1200.0;0.0;0.0;0.0;0.0;806297.55;10902.0;0.0;3022.34
5757;0.0;10358.14;4597.97;0.0;0.0;0.0;10800.0;1200.0;0.0;0.0;0.0;0.0;808552.33;10535.0;0.0;3221.11
5758;0.0;9617.95;4269.4;0.0;2211.62;0.0;11700.0;1200.0;0.0;0.0;0.0;0.0;808827.94;10082.0;0.0;393.73
5759;0.0;9209.02;4087.87;1879.88;1754.89;0.0;12600.0;1200.0;0.0;0.0;0.0;0.0;808827.94;10342.0;0.0;0.0
5760;0.0;9231.86;4098.01;3371.53;1540.87;0.0;13500.0;1200.0;0.0;0.0;0.0;0.0;808827.94;10589.0;0.0;0.0
5761;0.0;8509.94;3777.55;4681.27;857.5;0.0;14400.0;1200.0;0.0;0.0;0.0;0.0;808827.94;10230.0;0.0;0.0
5762;0.0;8457.4;3754.23;5410.15;1025.63;0.0;15300.0;1200.0;0.0;0.0;0.0;0.0;808827.94;9986.0;0.0;0.0
5763;0.0;8071.31;3582.85;6281.93;705.16;0.0;16200.0;1200.0;0.0;0.0;0.0;0.0;808827.94;9749.0;0.0;0.0
5764;0.0;7797.16;3461.15;6881.31;732.32;0.0;17100.0;1200.0;0.0;0.0;0.0;0.0;808827.94;9326.0;0.0;0.0
5765;0.0;7415.64;3291.8;7503.78;214.44;0.0;18000.0;1200.0;0.0;0.0;0.0;0.0;808827.94;9293.0;0.0;0.0
5766;0.0;7004.43;3109.26;7686.06;0.0;953.32;18900.0;1200.0;0.0;0.0;0.0;0.0;808827.94;9867.0;0.0;0.0
5767;0.0;6782.82;3010.89;6564.51;0.0;2389.29;19800.0;1200.0;0.0;0.0;0.0;0.0;808827.94;10983.0;0.0;0.0
5768;183.33;6602.35;2930.77;3753.58;0.0;3190.55;20700.0;1200.0;0.0;0.0;0.0;0.0;808827.94;11707.0;0.0;0.0
5769;4400.0;6348.76;2818.21;0.0;0.0;0.0;21600.0;1200.0;0.0;0.0;0.0;0.0;809121.22;11948.0;0.0;418.97
5770;14483.33;6385.31;2834.43;0.0;0.0;0.0;22500.0;1200.0;0.0;0.0;0.0;0.0;816516.78;11938.0;0.0;10565.08
5771;24616.67;6031.21;2677.25;0.0;0.0;0.0;23400.0;1200.0;0.0;0.0;0.0;0.0;830807.36;11710.0;0.0;20415.12
5772;32033.33;5932.97;2633.64;0.0;0.0;0.0;24300.0;1200.0;0.0;0.0;0.0;0.0;850246.32;11630.0;0.0;27769.95
5773;35900.0;5944.4;2638.71;0.0;0.0;0.0;25200.0;1200.0;0.0;0.0;0.0;0.0;872484.7;11514.0;0.0;31769.11
5774;36816.67;6488.12;2880.07;0.0;0.0;0.0;26100.0;1200.0;0.0;0.0;0.0;0.0;896173.3;11144.0;0.0;33840.85
5775;33883.33;6389.88;2836.46;0.0;0.0;0.0;27000.0;1200.0;0.0;0.0;0.0;0.0;917962.67;10782.0;0.0;31127.68
5776;27533.33;6515.53;2892.24;0.0;6024.92;0.0;27900.0;1200.0;0.0;0.0;0.0;0.0;931470.7;10419.0;0.0;19297.18
5777;17116.67;6474.41;2873.98;5121.19;7500.0;0.0;28800.0;1200.0;0.0;0.0;0.0;0.0;936762.04;10206.0;0.0;7559.06
5778;5966.67;6689.16;2969.31;11496.19;4122.14;0.0;29700.0;1200.0;0.0;0.0;0.0;0.0;936762.04;10303.0;0.0;0.0
5779;483.33;6823.95;3029.14;15000.0;0.0;0.0;30600.0;0.0;892.58;0.0;0.0;0.0;936762.04;11229.0;0.0;0.0
5780;0.0;5953.53;2642.77;15000.0;0.0;1874.7;29707.42;0.0;1200.0;0.0;0.0;0.0;936762.04;11671.0;0.0;0.0
5781;0.0;5195.06;2306.08;12794.47;0.0;2249.85;28507.42;0.0;1200.0;0.0;0.0;0.0;936762.04;10951.0;0.0;0.0
5782;0.0;4306.37;1911.59;10147.59;0.0;2951.03;27307.42;0.0;1200.0;0.0;0.0;0.0;936762.04;10369.0;0.0;0.0
5783;0.0;3593.6;1595.19;6675.78;0.0;4203.21;26107.42;0.0;1200.0;0.0;0.0;0.0;936762.04;10592.0;0.0;0.0
5784;0.0;3630.15;1611.42;1730.83;0.0;1471.2;24907.42;0.0;1200.0;2893.23;0.0;0.0;930975.58;10806.0;0.0;0.0
5785;0.0;3819.77;1695.59;0.0;0.0;0.0;23707.42;0.0;1200.0;3683.65;0.0;0.0;923608.29;10399.0;0.0;0.0
5786;0.0;3479.37;1544.49;0.0;0.0;0.0;22507.42;0.0;1200.0;3870.0;0.0;35.15;915868.29;10129.0;0.0;0.0
5787;0.0;3614.16;1604.32;0.0;0.0;0.0;21307.42;0.0;1200.0;3471.52;0.0;0.0;908925.24;9890.0;0.0;0.0
5788;0.0;3383.42;1501.89;0.0;0.0;0.0;20107.42;0.0;1200.0;3424.69;0.0;0.0;902075.86;9510.0;0.0;0.0
5789;0.0;2951.64;1310.23;0.0;0.0;0.0;18907.42;0.0;1200.0;1812.0;0.0;2220.13;898451.86;9494.0;0.0;0.0
5790;0.0;2887.67;1281.83;0.0;0.0;0.0;17707.42;0.0;1200.0;4664.5;0.0;0.0;889122.87;10034.0;0.0;0.0
5791;0.0;3049.87;1353.83;0.0;0.0;0.0;16507.42;0.0;1200.0;5590.0;0.0;2.29;877942.87;11196.0;0.0;0.0
5792;333.33;2956.21;1312.26;0.0;0.0;0.0;15307.42;0.0;1200.0;5590.0;0.0;573.2;866762.87;11965.0;0.0;0.0
5793;5166.67;2529.0;1122.62;0.0;0.0;0.0;14107.42;0.0;1200.0;2249.72;0.0;0.0;862263.43;12268.0;0.0;0.0
5794;16433.33;2796.29;1241.27;0.0;0.0;0.0;12907.42;1200.0;0.0;0.0;0.0;0.0;867128.35;12321.0;0.0;6949.89
5795;26683.33;3154.96;1400.48;0.0;0.0;0.0;13807.42;1200.0;0.0;0.0;0.0;0.0;879630.2;12179.0;0.0;17859.78
5796;33283.33;3200.65;1420.77;0.0;0.0;0.0;14707.42;1200.0;0.0;0.0;0.0;0.0;896826.22;12139.0;0.0;24565.75
5797;36316.67;3177.81;1410.63;0.0;0.0;0.0;15607.42;1200.0;0.0;0.0;0.0;0.0;916207.19;12018.0;0.0;27687.1
5798;36050.0;3330.87;1478.57;0.0;0.0;0.0;16507.42;1200.0;0.0;0.0;0.0;0.0;935813.1;11651.0;0.0;28008.44
5799;33316.67;3716.96;1649.95;0.0;2545.07;0.0;17407.42;1200.0;0.0;0.0;0.0;0.0;952363.56;11295.0;0.0;23643.51
5800;26866.67;4093.91;1817.28;2163.31;7500.0;0.0;18307.42;1200.0;0.0;0.0;0.0;0.0;961558.66;10942.0;0.0;13135.86
5801;17366.67;4527.98;2009.96;8538.31;7500.0;0.0;19207.42;1200.0;0.0;0.0;0.0;0.0;964654.49;10782.0;0.0;4422.61
5802;6116.67;4217.28;1872.04;14913.31;101.99;0.0;20107.42;1200.0;0.0;0.0;0.0;0.0;964654.49;10904.0;0.0;0.0
5803;516.67;3801.49;1687.48;15000.0;0.0;4533.37;21007.42;0.0;1200.0;0.0;0.0;0.0;964654.49;11739.0;0.0;0.0
5804;0.0;3637.0;1614.46;9666.63;0.0;5692.54;19807.42;0.0;1200.0;0.0;0.0;0.0;964654.49;12144.0;0.0;0.0
5805;0.0;3209.79;1424.82;2969.52;0.0;2524.09;18607.42;0.0;1200.0;2997.29;0.0;0.0;958659.9;11356.0;0.0;0.0
5806;0.0;2684.34;1191.58;0.0;0.0;0.0;17407.42;0.0;1200.0;5590.0;0.0;52.08;947479.9;10718.0;0.0;0.0
5807;0.0;2389.64;1060.76;0.0;0.0;0.0;16207.42;0.0;1200.0;5590.0;0.0;686.6;936299.9;10927.0;0.0;0.0
5808;0.0;2282.26;1013.09;0.0;0.0;0.0;15007.42;0.0;1200.0;5590.0;0.0;1048.64;925119.9;11134.0;0.0;0.0
5809;0.0;2327.96;1033.38;0.0;0.0;0.0;13807.42;0.0;1200.0;3870.0;0.0;2255.67;917379.9;10687.0;0.0;0.0
5810;0.0;2302.83;1022.22;0.0;0.0;0.0;12607.42;0.0;1200.0;430.0;0.0;5460.95;916519.9;10416.0;0.0;0.0
5811;0.0;1882.47;835.63;0.0;0.0;0.0;11407.42;0.0;1200.0;430.0;0.0;5825.91;915659.9;10174.0;0.0;0.0
5812;0.0;1825.35;810.27;0.0;0.0;0.0;10207.42;0.0;1200.0;430.0;0.0;5522.37;914799.9;9788.0;0.0;0.0
5813;0.0;1690.57;750.44;0.0;0.0;0.0;9007.42;0.0;1200.0;1720.0;0.0;4395.99;911359.9;9757.0;0.0;0.0
5814;0.0;1775.09;787.96;0.0;0.0;0.0;7807.42;0.0;1200.0;1720.0;0.0;4801.94;907919.9;10285.0;0.0;0.0
5815;0.0;1825.35;810.27;0.0;0.0;0.0;6607.42;0.0;1200.0;1720.0;0.0;5877.37;904479.9;11433.0;0.0;0.0
5816;383.33;2113.21;938.05;0.0;0.0;0.0;5407.42;0.0;1200.0;1720.0;0.0;5833.41;901039.9;12188.0;0.0;0.0
5817;5183.33;2076.65;921.82;0.0;0.0;0.0;4207.42;0.0;1200.0;430.0;0.0;2685.19;900179.9;12497.0;0.0;0.0
