t;Solar;Onshore;Offshore;Battery_stock;Battery_charge;Battery_discharge;STEP_stock;STEP_charge;STEP_discharge;H2_CCG;H2_TAC;Hydro;H2_stock;Load;Defailance;Exces
5445;0.0;9286.69;4122.35;12366.48;0.0;0.0;8293.93;115.04;0.0;0.0;0.0;0.0;34628.7;13294.0;0.0;0.0
5446;0.0;8765.81;3891.13;12366.48;0.0;37.05;8380.21;0.0;0.0;0.0;0.0;0.0;34628.7;12694.0;0.0;0.0
5447;0.0;8530.5;3786.68;12322.88;0.0;529.81;8380.21;0.0;0.0;0.0;0.0;0.0;34628.7;12847.0;0.0;0.0
5448;0.0;8347.74;3705.55;11699.57;0.0;877.71;8380.21;0.0;0.0;0.0;0.0;0.0;34628.7;12931.0;0.0;0.0
5449;0.0;7015.85;3114.33;10666.98;0.0;2286.82;8380.21;0.0;0.0;0.0;0.0;0.0;34628.7;12417.0;0.0;0.0
5450;0.0;6572.65;2917.59;7976.6;0.0;2657.76;8380.21;0.0;0.0;0.0;0.0;0.0;34628.7;12148.0;0.0;0.0
5451;0.0;6257.38;2777.64;4849.82;0.0;2793.98;8380.21;0.0;0.0;0.0;0.0;0.0;34628.7;11829.0;0.0;0.0
5452;0.0;6919.9;3071.73;1562.78;0.0;1328.37;8380.21;0.0;0.0;0.0;0.0;0.0;34628.7;11320.0;0.0;0.0
5453;0.0;8101.01;3596.03;0.0;0.0;0.0;8380.21;560.04;0.0;0.0;0.0;0.0;34628.7;11137.0;0.0;0.0
5454;0.0;8985.13;3988.49;0.0;208.62;0.0;8800.24;1200.0;0.0;0.0;0.0;0.0;34628.7;11565.0;0.0;0.0
5455;0.0;9501.44;4217.68;177.33;0.0;110.88;9700.24;1200.0;0.0;0.0;0.0;0.0;34628.7;12630.0;0.0;0.0
5456;50.0;9695.62;4303.88;46.87;0.0;39.84;10600.24;666.34;0.0;0.0;0.0;0.0;34628.7;13423.0;0.0;0.0
5457;1383.33;9791.58;4346.47;0.0;0.0;0.0;11100.0;1200.0;0.0;0.0;0.0;0.0;35069.96;13691.0;0.0;630.38
5458;5933.33;9028.54;4007.76;0.0;0.0;0.0;12000.0;1200.0;0.0;0.0;0.0;0.0;37859.9;13784.0;0.0;3985.63
5459;11416.67;8580.76;3808.99;0.0;0.0;0.0;12900.0;1200.0;0.0;0.0;0.0;0.0;44075.5;13727.0;0.0;8879.42
5460;14566.67;7829.15;3475.35;0.0;0.0;0.0;13800.0;1200.0;0.0;0.0;0.0;0.0;51711.21;13763.0;0.0;10908.17
5461;16400.0;7698.93;3417.55;0.0;0.0;0.0;14700.0;1200.0;0.0;0.0;0.0;0.0;60556.05;13681.0;0.0;12635.47
5462;18366.67;7463.62;3313.09;0.0;439.75;0.0;15600.0;1200.0;0.0;0.0;0.0;0.0;70471.29;13339.0;0.0;14164.63
5463;17183.33;7703.5;3419.57;373.79;7500.0;0.0;16500.0;1200.0;0.0;0.0;0.0;0.0;75111.87;12977.0;0.0;6629.41
5464;14883.33;6721.14;2983.51;6748.79;7500.0;0.0;17400.0;1200.0;0.0;0.0;0.0;0.0;77393.86;12628.0;0.0;3259.98
5465;7933.33;5492.05;2437.92;13123.79;2207.31;0.0;18300.0;1200.0;0.0;0.0;0.0;0.0;77393.86;12456.0;0.0;0.0
5466;1866.67;4607.93;2045.46;15000.0;0.0;0.0;19200.0;0.0;1200.0;2923.94;0.0;0.0;71545.97;12644.0;0.0;0.0
5467;133.33;3598.16;1597.22;15000.0;0.0;1541.28;18000.0;0.0;1200.0;5590.0;0.0;0.0;60365.97;13660.0;0.0;0.0
5468;0.0;2812.28;1248.37;13186.73;0.0;0.0;16800.0;0.0;1200.0;5590.0;0.0;0.0;49185.97;13408.0;2557.35;0.0
5469;0.0;2302.83;1022.22;13186.73;0.0;1003.22;15600.0;0.0;1200.0;5590.0;0.0;0.0;38005.97;12840.0;1721.74;0.0
5470;0.0;2040.1;905.6;12006.47;0.0;5085.1;14400.0;0.0;1200.0;0.0;0.0;3093.2;38005.97;12324.0;0.0;0.0
5471;0.0;1912.17;848.81;6024.0;0.0;2545.02;13200.0;0.0;1200.0;0.0;0.0;6000.0;38005.97;12506.0;0.0;0.0
5472;0.0;2001.26;888.36;3029.85;0.0;2575.38;12000.0;0.0;1200.0;0.0;0.0;6000.0;38005.97;12665.0;0.0;0.0
5473;0.0;2138.34;949.21;0.0;0.0;0.0;10800.0;0.0;1200.0;0.0;0.0;0.0;38005.97;12242.0;7954.46;0.0
5474;0.0;2120.06;941.09;0.0;0.0;0.0;9600.0;0.0;1200.0;0.0;0.0;0.0;38005.97;12019.0;7757.85;0.0
5475;0.0;2049.24;909.66;0.0;0.0;0.0;8400.0;0.0;1200.0;2861.2;0.0;0.0;32283.57;11771.0;4750.9;0.0
5476;0.0;2426.19;1076.98;0.0;0.0;0.0;7200.0;0.0;1200.0;5590.0;0.0;0.0;21103.57;11345.0;1051.83;0.0
5477;0.0;3086.43;1370.06;0.0;0.0;0.0;6000.0;0.0;1200.0;5588.51;0.0;0.0;9926.54;11245.0;0.0;0.0
5478;0.0;3860.89;1713.84;0.0;0.0;0.0;4800.0;0.0;1200.0;4963.27;0.0;0.0;0.0;11738.0;0.0;0.0
5479;0.0;4393.19;1950.13;0.0;0.0;0.0;3600.0;0.0;1200.0;0.0;0.0;5306.68;0.0;12850.0;0.0;0.0
5480;16.67;5117.39;2271.6;0.0;0.0;0.0;2400.0;0.0;1200.0;0.0;0.0;0.0;0.0;13669.0;5063.34;0.0
5481;1883.33;5795.9;2572.79;0.0;0.0;0.0;1200.0;0.0;1200.0;0.0;0.0;0.0;0.0;13933.0;2480.97;0.0
5482;7683.33;6346.48;2817.19;0.0;0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;1154.3;13998.0;0.0;1649.0
5483;13966.67;6926.75;3074.78;0.0;0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;7375.34;13881.0;0.0;8887.2
5484;16550.0;6787.39;3012.92;0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;15275.76;13864.0;0.0;11286.31
5485;18666.67;7111.8;3156.92;0.0;0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;25071.83;13741.0;0.0;13994.39
5486;18433.33;7171.2;3183.29;0.0;0.0;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;35040.4;13347.0;0.0;14240.82
5487;16933.33;7267.15;3225.88;0.0;2903.23;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;42303.69;12947.0;0.0;10376.13
5488;14066.67;7582.42;3365.83;2467.75;7500.0;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;44948.23;12537.0;0.0;3777.91
5489;8250.0;8174.12;3628.48;8842.75;6586.6;0.0;6300.0;1200.0;0.0;0.0;0.0;0.0;44948.23;12266.0;0.0;0.0
5490;2200.0;8286.06;3678.17;14441.35;657.23;0.0;7200.0;1200.0;0.0;0.0;0.0;0.0;44948.23;12307.0;0.0;0.0
5491;133.33;8039.33;3568.65;15000.0;0.0;1431.69;8100.0;0.0;0.0;0.0;0.0;0.0;44948.23;13173.0;0.0;0.0
5492;0.0;7895.4;3504.76;13315.66;0.0;1797.84;8100.0;0.0;0.0;0.0;0.0;0.0;44948.23;13198.0;0.0;0.0
5493;0.0;7863.42;3490.56;11200.55;0.0;1128.02;8100.0;0.0;0.0;0.0;0.0;0.0;44948.23;12482.0;0.0;0.0
5494;0.0;7797.16;3461.15;9873.47;0.0;574.68;8100.0;0.0;0.0;0.0;0.0;0.0;44948.23;11833.0;0.0;0.0
5495;0.0;7774.32;3451.01;9197.37;0.0;784.67;8100.0;0.0;0.0;0.0;0.0;0.0;44948.23;12010.0;0.0;0.0
5496;0.0;7858.85;3488.53;8274.23;0.0;827.62;8100.0;0.0;0.0;0.0;0.0;0.0;44948.23;12175.0;0.0;0.0
5497;0.0;7351.68;3263.4;7300.56;0.0;1121.92;8100.0;0.0;0.0;0.0;0.0;0.0;44948.23;11737.0;0.0;0.0
5498;0.0;7664.66;3402.33;5980.65;0.0;419.0;8100.0;0.0;0.0;0.0;0.0;0.0;44948.23;11486.0;0.0;0.0
5499;0.0;7356.25;3265.43;5487.7;0.0;392.59;8100.0;0.0;184.74;0.0;0.0;0.0;44948.23;11199.0;0.0;0.0
5500;0.0;7424.78;3295.85;5025.84;0.0;0.0;7915.26;0.0;26.36;0.0;0.0;0.0;44948.23;10747.0;0.0;0.0
5501;0.0;7555.0;3353.66;5025.84;0.0;0.0;7888.9;276.66;0.0;0.0;0.0;0.0;44948.23;10632.0;0.0;0.0
5502;0.0;7390.51;3280.64;5025.84;0.0;431.84;8096.4;0.0;0.0;0.0;0.0;0.0;44948.23;11103.0;0.0;0.0
5503;0.0;7305.99;3243.12;4517.78;0.0;1653.89;8096.4;0.0;0.0;0.0;0.0;0.0;44948.23;12203.0;0.0;0.0
5504;50.0;7797.16;3461.15;2572.03;0.0;1679.68;8096.4;0.0;0.0;0.0;0.0;0.0;44948.23;12988.0;0.0;0.0
5505;2116.67;7326.55;3252.25;595.93;0.0;506.54;8096.4;0.0;0.0;0.0;0.0;0.0;44948.23;13202.0;0.0;0.0
5506;10133.33;7367.67;3270.5;0.0;0.0;0.0;8096.4;1200.0;0.0;0.0;0.0;0.0;49380.98;13239.0;0.0;6332.5
5507;18666.67;6373.89;2829.36;0.0;0.0;0.0;8996.4;1200.0;0.0;0.0;0.0;0.0;58855.42;13135.0;0.0;13534.92
5508;24800.0;5818.75;2582.93;0.0;0.0;0.0;9896.4;1200.0;0.0;0.0;0.0;0.0;72065.6;13130.0;0.0;18871.68
5509;27866.67;6010.65;2668.12;0.0;0.0;0.0;10796.4;1200.0;0.0;0.0;0.0;0.0;87692.0;13022.0;0.0;22323.43
5510;28300.0;5286.45;2346.65;0.0;0.0;0.0;11696.4;1200.0;0.0;0.0;0.0;0.0;103149.47;12651.0;0.0;22082.09
5511;24500.0;5583.44;2478.48;0.0;5844.98;0.0;12596.4;1200.0;0.0;0.0;0.0;0.0;112406.22;12293.0;0.0;13223.93
5512;18483.33;5485.2;2434.87;4968.24;7500.0;0.0;13496.4;1200.0;0.0;0.0;0.0;0.0;116441.31;11939.0;0.0;5764.41
5513;9916.67;5089.97;2259.43;11343.24;4302.08;0.0;14396.4;1200.0;0.0;0.0;0.0;0.0;116441.31;11764.0;0.0;0.0
5514;2383.33;5240.75;2326.37;15000.0;0.0;576.55;15296.4;0.0;1200.0;151.0;0.0;0.0;116139.31;11878.0;0.0;0.0
5515;100.0;5137.95;2280.73;14321.71;0.0;3933.32;14096.4;0.0;1200.0;151.0;0.0;0.0;115837.31;12803.0;0.0;0.0
5516;0.0;4804.41;2132.67;9694.27;0.0;4521.92;12896.4;0.0;1200.0;151.0;0.0;0.0;115535.31;12810.0;0.0;0.0
5517;0.0;5076.27;2253.35;4374.36;0.0;2960.6;11696.4;0.0;1200.0;596.78;0.0;0.0;114341.75;12087.0;0.0;0.0
5518;0.0;5101.4;2264.5;891.3;0.0;288.1;10496.4;0.0;1200.0;2580.0;0.0;0.0;109181.75;11434.0;0.0;0.0
5519;0.0;5492.05;2437.92;552.36;0.0;0.0;9296.4;0.0;1200.0;2486.03;0.0;0.0;104209.69;11616.0;0.0;0.0
5520;0.0;5679.39;2521.07;552.36;0.0;0.0;8096.4;0.0;1200.0;2404.54;0.0;0.0;99400.61;11805.0;0.0;0.0
5521;0.0;6115.74;2714.77;552.36;0.0;0.0;6896.4;0.0;1200.0;1282.49;0.0;0.0;96835.63;11313.0;0.0;0.0
5522;0.0;5791.33;2570.77;552.36;0.0;0.0;5696.4;0.0;1200.0;1468.9;0.0;0.0;93897.82;11031.0;0.0;0.0
5523;0.0;6134.01;2722.88;552.36;0.0;0.0;4496.4;0.0;968.22;943.88;0.0;0.0;92010.05;10769.0;0.0;0.0
5524;0.0;6545.23;2905.42;552.36;0.0;0.0;3528.17;0.0;890.35;0.0;0.0;0.0;92010.05;10341.0;0.0;0.0
5525;0.0;7248.87;3217.77;552.36;0.0;0.0;2637.83;239.64;0.0;0.0;0.0;0.0;92010.05;10227.0;0.0;0.0
5526;0.0;7646.38;3394.22;552.36;0.0;0.0;2817.56;340.61;0.0;0.0;0.0;0.0;92010.05;10700.0;0.0;0.0
5527;0.0;7808.59;3466.22;552.36;0.0;0.0;3073.01;0.0;471.19;0.0;0.0;0.0;92010.05;11746.0;0.0;0.0
5528;50.0;7500.17;3329.32;552.36;0.0;469.51;2601.82;0.0;1200.0;0.0;0.0;0.0;92010.05;12549.0;0.0;0.0
5529;1850.0;7248.87;3217.77;0.0;0.0;0.0;1401.82;0.0;453.36;0.0;0.0;0.0;92010.05;12770.0;0.0;0.0
5530;8483.33;6220.83;2761.42;0.0;0.0;0.0;948.46;1200.0;0.0;0.0;0.0;0.0;94410.76;12836.0;0.0;3429.58
5531;16633.33;5245.32;2328.39;0.0;0.0;0.0;1848.46;1200.0;0.0;0.0;0.0;0.0;101615.19;12715.0;0.0;10292.05
5532;21200.0;4719.88;2095.15;0.0;0.0;0.0;2748.46;1200.0;0.0;0.0;0.0;0.0;111515.31;12672.0;0.0;14143.03
5533;23916.67;5083.12;2256.39;0.0;0.0;0.0;3648.46;1200.0;0.0;0.0;0.0;0.0;123729.73;12607.0;0.0;17449.18
5534;23950.0;5581.15;2477.47;0.0;0.0;0.0;4548.46;1200.0;0.0;0.0;0.0;0.0;136768.37;12182.0;0.0;18626.62
5535;21583.33;5889.57;2614.37;0.0;4229.23;0.0;5448.46;1200.0;0.0;0.0;0.0;0.0;145750.09;11827.0;0.0;12831.04
5536;16483.33;5912.41;2624.51;3594.85;7500.0;0.0;6348.46;1200.0;0.0;0.0;0.0;0.0;149145.97;11469.0;0.0;4851.26
5537;9100.0;6424.15;2851.67;9969.85;5917.82;0.0;7248.46;1200.0;0.0;0.0;0.0;0.0;149145.97;11258.0;0.0;0.0
5538;2300.0;6280.22;2787.78;15000.0;0.0;5.99;8148.46;0.0;0.0;0.0;0.0;0.0;149145.97;11374.0;0.0;0.0
5539;216.67;6216.26;2759.39;14992.95;0.0;1862.74;8148.46;0.0;1131.95;0.0;0.0;0.0;149145.97;12187.0;0.0;0.0
5540;0.0;6748.56;2995.68;12801.5;0.0;2569.77;7016.51;0.0;0.0;0.0;0.0;0.0;149145.97;12314.0;0.0;0.0
5541;0.0;6627.48;2941.93;9778.24;0.0;2109.6;7016.51;0.0;0.0;0.0;0.0;0.0;149145.97;11679.0;0.0;0.0
5542;0.0;6257.38;2777.64;7296.37;0.0;856.98;7016.51;0.0;1200.0;0.0;0.0;0.0;149145.97;11092.0;0.0;0.0
5543;0.0;5793.62;2571.78;6288.16;0.0;1807.61;5816.51;0.0;1200.0;0.0;0.0;0.0;149145.97;11373.0;0.0;0.0
5544;0.0;5510.33;2446.03;4161.56;0.0;2473.64;4616.51;0.0;1200.0;0.0;0.0;0.0;149145.97;11630.0;0.0;0.0
5545;0.0;4064.21;1804.1;0.0;0.0;0.0;0.0;0.0;0.0;5160.0;0.0;113.69;158157.33;11142.0;0.0;0.0
5546;0.0;3173.24;1408.6;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;0.0;1105.17;147837.33;10847.0;0.0;0.0
5547;0.0;2848.83;1264.59;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;0.0;1300.57;137517.33;10574.0;0.0;0.0
5548;0.0;2819.13;1251.41;0.0;0.0;-0.0;0.0;0.0;-0.0;5160.0;0.0;883.46;127197.33;10114.0;0.0;0.0
5549;0.0;3198.37;1419.75;0.0;0.0;-0.0;0.0;0.0;-0.0;5313.88;0.0;0.0;116569.57;9932.0;0.0;0.0
5550;0.0;3253.2;1444.09;0.0;0.0;-0.0;0.0;0.0;-0.0;4682.31;0.0;735.4;107204.95;10115.0;0.0;0.0
5551;0.0;3746.66;1663.14;0.0;0.0;-0.0;0.0;0.0;-0.0;5107.2;0.0;0.0;96990.55;10517.0;0.0;0.0
5552;83.33;4032.23;1789.9;0.0;0.0;-0.0;0.0;0.0;-0.0;4730.0;0.0;202.54;87530.55;10838.0;0.0;0.0
5553;2550.0;4553.11;2021.12;0.0;0.0;-0.0;0.0;0.0;-0.0;860.0;0.0;1304.78;85810.55;11289.0;0.0;0.0
5554;10166.67;4900.36;2175.26;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;89671.25;11727.0;0.0;5515.29
5555;17316.67;5843.88;2594.09;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;99453.49;11780.0;0.0;13974.63
5556;21266.67;6993.0;3104.19;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;113111.79;11852.0;0.0;19511.86
5557;23183.33;7369.95;3271.51;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;128358.35;12044.0;0.0;21780.8
5558;24416.67;6940.46;3080.86;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;144386.24;11541.0;0.0;22896.99
5559;21550.0;7278.57;3230.95;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;159074.71;11076.0;0.0;20983.52
5560;14550.0;7621.25;3383.07;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;169437.73;10750.0;0.0;14804.32
5561;7700.0;8276.92;3674.12;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;175817.56;10537.0;0.0;9114.04
5562;1883.33;8891.46;3946.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;178673.35;10642.0;0.0;4079.71
5563;150.0;9017.11;4002.69;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;179921.31;11387.0;0.0;1782.8
5564;0.0;9357.51;4153.79;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;181180.12;11713.0;0.0;1798.3
5565;0.0;10004.04;4440.78;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;183562.1;11042.0;0.0;3402.82
5566;0.0;10033.74;4453.96;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;186388.49;10450.0;0.0;4037.7
5567;0.0;9590.54;4257.23;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;188525.42;10795.0;0.0;3052.76
5568;0.0;9499.15;4216.66;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;190349.49;11110.0;0.0;2605.82
5569;0.0;9558.55;4243.03;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;192527.6;10690.0;0.0;3111.58
5570;0.0;9588.25;4256.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;194973.73;10350.0;0.0;3494.46
5571;0.0;9782.44;4342.41;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;197886.32;9964.0;0.0;4160.85
5572;0.0;9506.01;4219.71;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;200936.02;9369.0;0.0;4356.71
5573;0.0;9576.83;4251.14;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;204297.4;9026.0;0.0;4801.97
5574;0.0;9410.06;4177.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;207529.42;8970.0;0.0;4617.17
5575;0.0;9151.9;4062.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;210434.71;9064.0;0.0;4150.42
5576;100.0;8740.68;3879.98;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;213006.28;9047.0;0.0;3673.66
5577;1983.33;8043.9;3570.68;0.0;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;216017.61;9296.0;0.0;4301.91
5578;7666.67;7536.73;3345.54;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;222240.57;9659.0;0.0;8889.94
5579;12666.67;6771.4;3005.82;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;231006.59;9921.0;0.0;12522.89
5580;15566.67;6008.36;2667.11;0.0;0.0;-0.0;0.0;75.43;0.0;0.0;0.0;0.0;240853.28;10100.0;0.0;14066.71
5581;17450.0;5672.53;2518.03;0.0;0.0;-0.0;56.57;1200.0;0.0;0.0;0.0;0.0;250690.78;10387.0;0.0;14053.57
5582;18466.67;6152.29;2730.99;0.0;0.0;-0.0;956.57;1200.0;0.0;0.0;0.0;0.0;262160.24;9765.0;0.0;16384.95
5583;17233.33;5809.61;2578.88;0.0;0.0;-0.0;1856.57;1200.0;0.0;0.0;0.0;0.0;272809.22;9209.0;0.0;15212.82
5584;14683.33;5670.25;2517.02;0.0;0.0;-0.0;2756.57;1200.0;0.0;0.0;0.0;0.0;281794.14;8835.0;0.0;12835.6
5585;8150.0;5912.41;2624.51;0.0;0.0;0.0;3656.57;1200.0;0.0;0.0;0.0;0.0;286588.38;8638.0;0.0;6848.92
5586;2316.67;6408.16;2844.57;0.0;1573.4;0.0;4556.57;1200.0;0.0;0.0;0.0;0.0;286588.38;8796.0;0.0;0.0
5587;200.0;6780.54;3009.87;1337.39;0.0;85.29;5456.57;322.7;0.0;0.0;0.0;0.0;286588.38;9753.0;0.0;0.0
5588;0.0;6705.15;2976.41;1237.05;0.0;418.44;5698.6;0.0;0.0;0.0;0.0;0.0;286588.38;10100.0;0.0;0.0
5589;0.0;6826.23;3030.16;744.77;0.0;0.0;5698.6;144.39;0.0;0.0;0.0;0.0;286588.38;9712.0;0.0;0.0
5590;0.0;7018.13;3115.34;744.77;0.0;0.0;5806.89;805.48;0.0;0.0;0.0;0.0;286588.38;9328.0;0.0;0.0
5591;0.0;6972.44;3095.06;744.77;0.0;0.0;6411.0;449.5;0.0;0.0;0.0;0.0;286588.38;9618.0;0.0;0.0
5592;0.0;6929.04;3075.79;744.77;0.0;0.0;6748.12;98.83;0.0;0.0;0.0;0.0;286588.38;9906.0;0.0;0.0
5593;0.0;7180.34;3187.34;744.77;0.0;0.0;6822.24;805.68;0.0;0.0;0.0;0.0;286588.38;9562.0;0.0;0.0
5594;0.0;7079.82;3142.72;744.77;0.0;0.0;7426.5;863.54;0.0;0.0;0.0;0.0;286588.38;9359.0;0.0;0.0
5595;0.0;7075.25;3140.69;744.77;0.0;0.0;8074.16;1086.94;0.0;0.0;0.0;0.0;286588.38;9129.0;0.0;0.0
5596;0.0;7054.69;3131.57;744.77;242.25;0.0;8889.36;1200.0;0.0;0.0;0.0;0.0;286588.38;8744.0;0.0;0.0
5597;0.0;7308.27;3244.13;950.69;621.4;0.0;9789.36;1200.0;0.0;0.0;0.0;0.0;286588.38;8731.0;0.0;0.0
5598;0.0;7075.25;3140.69;1478.88;0.0;0.0;10689.36;903.94;0.0;0.0;0.0;0.0;286588.38;9312.0;0.0;0.0
5599;0.0;6899.34;3062.61;1478.88;0.0;512.06;11367.32;0.0;0.0;0.0;0.0;0.0;286588.38;10474.0;0.0;0.0
5600;116.67;7246.59;3216.75;876.46;0.0;744.99;11367.32;0.0;0.0;0.0;0.0;0.0;286588.38;11325.0;0.0;0.0
5601;2150.0;7187.19;3190.39;0.0;0.0;-0.0;11367.32;843.58;0.0;0.0;0.0;0.0;286588.38;11684.0;0.0;0.0
5602;8550.0;6791.96;3014.94;0.0;-0.0;0.0;12000.0;1200.0;0.0;0.0;0.0;0.0;290303.22;11850.0;0.0;5306.91
5603;15333.33;6561.22;2912.52;0.0;0.0;-0.0;12900.0;1200.0;0.0;0.0;0.0;0.0;298519.17;11870.0;0.0;11737.08
5604;19200.0;5928.4;2631.61;0.0;0.0;-0.0;13800.0;1200.0;0.0;0.0;0.0;0.0;308734.98;11966.0;0.0;14594.02
5605;21416.67;5768.49;2560.62;0.0;0.0;-0.0;14700.0;1200.0;0.0;0.0;0.0;0.0;320333.13;11977.0;0.0;16568.78
5606;22450.0;6033.49;2678.26;0.0;0.0;-0.0;15600.0;1200.0;0.0;0.0;0.0;0.0;333119.16;11696.0;0.0;18265.75
5607;20600.0;5444.08;2416.62;0.0;4608.5;0.0;16500.0;1200.0;0.0;0.0;0.0;0.0;341011.8;11377.0;0.0;11275.2
5608;17716.67;5560.59;2468.34;3917.22;7500.0;0.0;17400.0;1200.0;0.0;0.0;0.0;0.0;345212.22;11045.0;0.0;6000.6
5609;10283.33;5057.99;2245.24;10292.22;5538.56;0.0;18300.0;1200.0;0.0;0.0;0.0;0.0;345212.22;10848.0;0.0;0.0
5610;2916.67;4397.76;1952.16;15000.0;0.0;569.42;19200.0;0.0;1200.0;0.0;0.0;0.0;345212.22;11036.0;0.0;0.0
5611;283.33;4059.64;1802.07;14330.1;0.0;4639.95;18000.0;0.0;1200.0;0.0;0.0;0.0;345212.22;11985.0;0.0;0.0
5612;0.0;3310.31;1469.44;8871.33;0.0;5084.25;16800.0;0.0;1200.0;1057.0;0.0;0.0;343098.22;12121.0;0.0;0.0
5613;0.0;2990.47;1327.47;2889.86;0.0;2456.38;15600.0;0.0;1200.0;3336.67;0.0;0.0;336424.87;11311.0;0.0;0.0
5614;0.0;2732.32;1212.87;0.0;0.0;-0.0;14400.0;0.0;1200.0;1963.0;0.0;3484.81;332498.87;10593.0;0.0;0.0
5615;0.0;2647.79;1175.35;0.0;0.0;-0.0;13200.0;0.0;1200.0;5590.0;0.0;215.86;321318.87;10829.0;0.0;0.0
5616;0.0;2510.72;1114.51;0.0;0.0;-0.0;12000.0;0.0;1200.0;5590.0;0.0;611.78;310138.87;11027.0;0.0;0.0
5617;0.0;2814.56;1249.38;0.0;0.0;-0.0;10800.0;0.0;1200.0;5404.05;0.0;0.0;299330.76;10668.0;0.0;0.0
5618;0.0;3015.6;1338.62;0.0;0.0;-0.0;9600.0;0.0;1200.0;4850.77;0.0;0.0;289629.21;10405.0;0.0;0.0
5619;0.0;3059.01;1357.89;0.0;0.0;-0.0;8400.0;0.0;1200.0;4550.1;0.0;0.0;280529.02;10167.0;0.0;0.0
5620;0.0;3056.73;1356.88;0.0;0.0;-0.0;7200.0;0.0;1200.0;4174.4;0.0;0.0;272180.22;9788.0;0.0;0.0
5621;0.0;2798.57;1242.28;0.0;0.0;-0.0;6000.0;0.0;1200.0;4519.14;0.0;0.0;263141.93;9760.0;0.0;0.0
5622;0.0;2668.35;1184.48;0.0;0.0;-0.0;4800.0;0.0;1200.0;5246.17;0.0;0.0;252649.6;10299.0;0.0;0.0
5623;0.0;2768.87;1229.1;0.0;0.0;-0.0;3600.0;0.0;1200.0;5590.0;0.0;662.03;241469.6;11450.0;0.0;0.0
5624;133.33;2816.85;1250.4;0.0;0.0;-0.0;2400.0;0.0;1200.0;5590.0;0.0;1280.42;230289.6;12271.0;0.0;0.0
5625;2816.67;2752.88;1222.0;0.0;0.0;-0.0;1200.0;0.0;1200.0;4587.45;0.0;0.0;221114.7;12579.0;0.0;0.0
5626;10433.33;2963.06;1315.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;222571.88;12630.0;0.0;2081.69
5627;18800.0;3424.54;1520.15;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;230443.86;12499.0;0.0;11245.69
5628;24216.67;3536.48;1569.84;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;242243.75;12466.0;0.0;16856.99
5629;27300.0;4009.38;1779.76;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;256803.85;12289.0;0.0;20800.14
5630;29666.67;4669.62;2072.84;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;273962.34;11897.0;0.0;24512.12
5631;27950.0;5261.32;2335.49;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0;0.0;290757.3;11554.0;0.0;23992.81
