t;Solar;Onshore;Offshore;Battery_stock;Battery_charge;Battery_discharge;STEP_stock;STEP_charge;STEP_discharge;H2_CCG;H2_TAC;Hydro;Hydro_lac_utilization_rate;hy_th_fatal;Load;Defailance;Exces
6059;13854.31;8038.57;3374.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1522.0;9240.0;0.0;17549.37
6060;16343.62;7756.04;3255.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1520.0;9209.0;0.0;19666.56
6061;18077.55;6625.95;2781.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1520.0;9455.0;0.0;19550.01
6062;18609.75;6114.21;2566.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1521.0;8999.0;0.0;19812.64
6063;17699.86;6737.9;2828.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1513.0;8614.0;0.0;20165.25
6064;16257.78;5831.69;2448.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1506.0;8328.0;0.0;17715.55
6065;11158.98;4920.16;2065.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1506.0;8036.0;0.0;11614.57
6066;4566.6;4525.69;1899.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1509.0;8086.0;0.0;4415.12
6067;583.7;4797.55;2013.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1510.0;8712.0;0.0;193.21
6068;0.0;3875.36;1626.83;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;2392.81;0.0469;1510.0;9405.0;0.0;0.0
6069;0.0;3992.63;1676.06;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;1718.31;0.0469;1506.0;8893.0;0.0;0.0
6070;0.0;4781.56;2007.25;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;209.19;0.0469;1496.0;8494.0;0.0;0.0
6071;0.0;4968.13;2085.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;315.3;0.0469;1496.0;8865.0;0.0;0.0
6072;0.0;5239.99;2199.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;285.32;0.0469;1496.0;9221.0;0.0;0.0
6073;0.0;5000.12;2098.99;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;232.89;0.0469;1479.0;8811.0;0.0;0.0
6074;0.0;6871.16;2884.44;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0469;1478.0;8478.0;0.0;2755.6
6075;0.0;8918.12;3743.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1480.0;8129.0;0.0;6012.84
6076;0.0;10693.21;4488.89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1484.0;7620.0;0.0;9046.1
6077;0.0;12980.04;5448.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1486.0;7352.0;0.0;12562.92
6078;0.0;15096.3;6337.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1492.0;7360.0;0.0;15565.55
6079;0.0;16317.01;6849.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1501.0;7494.0;0.0;17173.71
6080;515.03;17447.1;7324.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1516.0;7571.0;0.0;19231.22
6081;5098.8;20357.61;8545.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1523.0;8060.0;0.0;27465.31
6082;11365.0;20272.32;8510.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1525.0;8529.0;0.0;33143.41
6083;15382.23;20277.65;8512.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1523.0;8802.0;0.0;36893.22
6084;14798.53;18641.16;7825.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1520.0;9104.0;0.0;33681.03
6085;15124.71;17926.85;7525.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1520.0;9508.0;0.0;32589.06
6086;13459.45;17782.93;7465.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1522.0;8985.0;0.0;31244.45
6087;12927.25;18140.08;7615.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1514.0;8536.0;0.0;31660.33
6088;10678.29;17036.64;7151.79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1507.0;8287.0;0.0;28086.72
6089;7742.62;16487.59;6921.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1506.0;8040.0;0.0;24617.51
6090;3639.55;16898.04;7093.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1510.0;8181.0;0.0;20960.2
6091;497.86;16946.02;7113.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1510.0;8881.0;0.0;17186.63
6092;0.0;15799.94;6632.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1511.0;9767.0;0.0;14176.58
6093;0.0;15240.22;6397.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1506.0;9371.0;0.0;13772.9
6094;0.0;14104.8;5921.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1496.0;8880.0;0.0;12641.84
6095;0.0;12857.44;5397.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1497.0;9108.0;0.0;10643.85
6096;0.0;12948.06;5435.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1496.0;9361.0;0.0;10518.51
6097;0.0;12009.87;5041.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1493.0;8986.0;0.0;9558.48
6098;0.0;10730.53;4504.55;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0469;1488.0;8730.0;0.0;7993.08
6099;0.0;8934.11;3750.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1488.0;8500.0;0.0;5672.55
6100;0.0;7867.99;3302.89;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0469;1492.0;8149.0;0.0;4513.88
6101;0.0;7729.39;3244.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1496.0;8162.0;0.0;4308.1
6102;0.0;6327.44;2656.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1505.0;8808.0;0.0;1680.63
6103;34.34;6204.83;2604.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1522.0;10051.0;0.0;314.89
6104;841.22;5010.78;2103.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1347.54;0.0469;1539.0;10842.0;0.0;0.0
6105;6523.71;4642.96;1949.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1538.0;11177.0;0.0;3476.74
6106;16206.28;5890.33;2472.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1533.0;11246.0;0.0;14856.3
6107;23777.22;6961.78;2922.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1531.0;11122.0;0.0;24070.48
6108;27485.43;8171.83;3430.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1529.0;11108.0;0.0;29508.71
6109;29991.91;9381.88;3938.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1529.0;11085.0;0.0;33756.2
6110;31880.36;10229.45;4294.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1529.0;10812.0;0.0;37121.01
6111;30421.11;10181.47;4274.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1528.0;10514.0;0.0;35890.65
6112;26592.72;9813.66;4119.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1528.0;10211.0;0.0;31843.04
6113;18300.73;10426.68;4377.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1528.0;10024.0;0.0;24608.42
6114;7862.79;10400.03;4365.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1529.0;10152.0;0.0;14005.63
6115;1339.08;10357.38;4347.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1528.0;10947.0;0.0;6625.37
6116;0.0;9195.31;3860.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1525.0;11743.0;0.0;2837.4
6117;0.0;8230.47;3455.06;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0469;1520.0;10904.0;0.0;2301.53
6118;0.0;7489.51;3144.01;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0469;1511.0;10192.0;0.0;1952.53
6119;0.0;6860.5;2879.96;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0469;1506.0;10365.0;0.0;881.46
6120;0.0;6492.69;2725.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1502.0;10533.0;0.0;187.24
6121;0.0;5911.65;2481.64;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;182.7;0.0469;1493.0;10069.0;0.0;0.0
6122;0.0;5591.81;2347.38;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;322.81;0.0469;1488.0;9750.0;0.0;0.0
6123;0.0;5453.22;2289.2;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;262.58;0.0469;1488.0;9493.0;0.0;0.0
6124;0.0;4978.79;2090.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;560.17;0.0469;1492.0;9121.0;0.0;0.0
6125;0.0;4861.52;2040.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;692.67;0.0469;1496.0;9091.0;0.0;0.0
6126;0.0;4754.91;1996.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1396.04;0.0469;1505.0;9652.0;0.0;0.0
6127;0.0;4786.89;2009.48;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;2478.63;0.0469;1522.0;10797.0;0.0;0.0
6128;944.22;5224.0;2192.98;0.0;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;1635.8;0.0469;1539.0;11536.0;0.0;0.0
6129;6918.57;5629.13;2363.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1538.0;11773.0;0.0;4675.74
6130;15382.23;5831.69;2448.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1533.0;11764.0;0.0;13431.0
6131;21442.42;5890.33;2472.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1531.0;11599.0;0.0;19737.44
6132;23657.04;8779.52;3685.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1529.0;11591.0;0.0;26060.11
6133;25287.97;8715.55;3658.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1529.0;11564.0;0.0;27627.22
6134;25133.46;8848.82;3714.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1529.0;11276.0;0.0;27949.92
6135;24481.09;10074.86;4229.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1528.0;10992.0;0.0;29321.27
6136;21699.93;9392.54;3942.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1528.0;10698.0;0.0;25865.36
6137;14163.32;10149.49;4260.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1528.0;10475.0;0.0;19626.45
6138;5854.17;9296.59;3902.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1529.0;10511.0;0.0;10071.37
6139;755.38;9653.74;4052.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1528.0;11138.0;0.0;4851.65
6140;0.0;9563.12;4014.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1525.0;11771.0;0.0;3331.61
6141;0.0;9872.3;4144.28;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0469;1520.0;10892.0;0.0;4644.58
6142;0.0;10213.46;4287.49;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0469;1511.0;10184.0;0.0;5827.95
6143;0.0;10741.19;4509.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1506.0;10310.0;0.0;6446.22
6144;0.0;9765.68;4099.52;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0469;1502.0;10459.0;0.0;4908.21
6145;0.0;8528.98;3580.37;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0469;1492.0;9936.0;0.0;3665.35
6146;0.0;9232.62;3875.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1487.0;9599.0;0.0;4996.37
6147;0.0;10469.33;4394.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1487.0;9312.0;0.0;7039.23
6148;0.0;11647.39;4889.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1491.0;8906.0;0.0;9121.83
6149;0.0;12633.55;5303.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1495.0;8838.0;0.0;10593.98
6150;0.0;14019.51;5885.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1503.0;9359.0;0.0;12048.75
6151;17.17;14280.71;5994.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1521.0;10464.0;0.0;11349.77
6152;1270.41;15448.12;6484.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1538.0;11174.0;0.0;13567.47
6153;7158.92;16103.78;6760.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1537.0;11409.0;0.0;20150.89
6154;15073.21;14227.41;5972.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1532.0;11401.0;0.0;25404.13
6155;20910.22;13683.69;5744.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1529.0;11265.0;0.0;30602.16
6156;23039.01;13651.7;5730.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1528.0;11286.0;0.0;32663.54
6157;24446.76;14872.41;6243.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1528.0;11300.0;0.0;35790.44
6158;22626.98;14808.44;6216.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1528.0;11047.0;0.0;34132.85
6159;19966.0;15757.29;6614.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1527.0;10796.0;0.0;33069.03
6160;15777.09;15341.51;6440.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1526.0;10512.0;0.0;28572.78
6161;10197.59;16354.32;6865.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1526.0;10285.0;0.0;24658.28
6162;4618.1;15469.44;6493.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1528.0;10297.0;0.0;17812.44
6163;600.87;14717.82;6178.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1527.0;10886.0;0.0;12138.07
6164;0.0;14147.45;5938.94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1523.0;11356.0;0.0;10253.39
6165;0.0;13944.89;5853.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1518.0;10508.0;0.0;10808.79
6166;0.0;11828.63;4965.53;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0469;1510.0;9843.0;0.0;8461.16
6167;0.0;10746.52;4511.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1505.0;9941.0;0.0;6821.78
6168;0.0;11812.64;4958.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1501.0;10075.0;0.0;8197.45
6169;0.0;10661.23;4475.46;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0469;1489.0;9541.0;0.0;7084.69
6170;0.0;9296.59;3902.6;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0469;1484.0;9199.0;0.0;5484.19
6171;0.0;8763.53;3678.83;0.0;0.0;0.0;0.0;-0.0;0.0;0.0;0.0;0.0;0.0469;1484.0;8921.0;0.0;5005.36
6172;0.0;7473.52;3137.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1488.0;8539.0;0.0;3559.82
6173;0.0;5948.96;2497.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1491.0;8502.0;0.0;1435.27
6174;0.0;5415.9;2273.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1500.0;9057.0;0.0;132.44
6175;51.5;4621.64;1940.11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2080.74;0.0469;1517.0;10211.0;0.0;0.0
6176;1098.73;5037.43;2114.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1192.18;0.0469;1534.0;10977.0;0.0;0.0
6177;7090.25;5932.97;2490.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1533.0;11261.0;0.0;5785.81
6178;17116.16;7979.93;3349.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1528.0;11248.0;0.0;18725.98
6179;24893.12;9451.18;3967.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1526.0;11074.0;0.0;28763.79
6180;29494.05;11828.63;4965.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1524.0;11064.0;0.0;36748.21
6181;32292.38;13060.0;5482.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1524.0;11029.0;0.0;41329.83
6182;33665.79;14744.48;6189.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1523.0;10751.0;0.0;45371.84
6183;31914.69;17015.32;7142.84;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1522.0;10473.0;0.0;47121.85
6184;25717.16;17702.97;7431.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1522.0;10167.0;0.0;42206.64
6185;17305.01;20005.79;8398.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1522.0;9931.0;0.0;37300.01
6186;7004.41;21109.23;8861.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1524.0;9946.0;0.0;28553.06
6187;1167.4;21775.56;9141.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1522.0;10561.0;0.0;23045.09
6188;0.0;23518.67;9872.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1519.0;11089.0;0.0;23821.54
6189;0.0;23476.02;9854.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1515.0;10299.0;0.0;24546.99
6190;0.0;23076.23;9687.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1506.0;9660.0;0.0;24609.37
6191;0.0;22068.74;9264.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1501.0;9763.0;0.0;23070.95
6192;0.0;22623.12;9496.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1497.0;9904.0;0.0;23713.06
6193;0.0;21541.01;9042.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1487.0;9344.0;0.0;22726.68
6194;0.0;21162.54;8883.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1482.0;8951.0;0.0;22577.33
6195;0.0;20943.98;8792.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1482.0;8640.0;0.0;22578.03
6196;0.0;20789.39;8727.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1486.0;8204.0;0.0;22798.55
6197;0.0;20357.61;8545.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1490.0;8105.0;0.0;22288.51
6198;0.0;20954.64;8796.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1498.0;8590.0;0.0;22659.17
6199;0.0;19931.16;8366.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1515.0;9614.0;0.0;20199.04
6200;995.72;19957.82;8378.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1532.0;10310.0;0.0;20553.61
6201;6455.04;20618.81;8655.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1530.0;10570.0;0.0;26689.4
6202;13940.15;21466.38;9011.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1526.0;10650.0;0.0;35293.87
6203;19193.45;22244.65;9338.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1523.0;10572.0;0.0;41727.16
6204;20652.7;21919.48;9201.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1522.0;10622.0;0.0;42673.74
6205;22077.62;22777.71;9561.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1522.0;10682.0;0.0;45257.16
6206;22815.83;22825.69;9581.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1521.0;10352.0;0.0;46392.48
6207;20927.39;23774.54;9980.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1520.0;10069.0;0.0;46133.21
6208;18352.24;23934.45;10047.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1520.0;9724.0;0.0;44130.11
6209;12034.53;24046.4;10094.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1520.0;9403.0;0.0;38292.34
6210;5630.99;23092.22;9693.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1521.0;9388.0;0.0;30550.07
6211;824.05;22751.06;9550.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1520.0;9844.0;0.0;24801.75
6212;0.0;22345.93;9380.57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1517.0;10349.0;0.0;22894.5
6213;0.0;20245.67;8498.91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1512.0;9739.0;0.0;20517.58
6214;0.0;19206.2;8062.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1504.0;9262.0;0.0;19510.75
6215;0.0;18886.36;7928.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1499.0;9477.0;0.0;18836.65
6216;0.0;19451.41;8165.48;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0469;1495.0;9659.0;0.0;19452.89
6217;0.0;18897.03;7932.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0409;1474.0;9013.0;0.0;19290.78
6218;0.0;18038.8;7572.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0409;1472.0;8605.0;0.0;18478.28
6219;0.0;19014.3;7981.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0409;1474.0;8252.0;0.0;20218.29
6220;0.0;18347.97;7702.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0409;1477.0;7786.0;0.0;19741.25
6221;0.0;18934.34;7948.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0409;1479.0;7607.0;0.0;20754.76
6222;0.0;19094.26;8015.56;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0409;1486.0;7768.0;0.0;20827.81
6223;17.17;18577.19;7798.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0409;1494.0;8107.0;0.0;19779.85
6224;1527.92;18268.01;7668.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0409;1508.0;8369.0;0.0;20603.64
6225;8824.18;17233.87;7234.59;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0409;1516.0;8904.0;0.0;25904.64
6226;19313.62;17463.09;7330.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0409;1517.0;9259.0;0.0;36365.52
6227;27433.93;17212.55;7225.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0409;1516.0;9284.0;0.0;44104.12
6228;31210.82;18017.47;7563.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0409;1513.0;9366.0;0.0;48938.83
6229;33202.27;18273.34;7670.95;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0409;1513.0;9641.0;0.0;51018.56
6230;34094.99;18156.07;7621.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0409;1514.0;9211.0;0.0;52175.77
6231;31330.99;17292.51;7259.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0409;1507.0;8834.0;0.0;48555.7
6232;26335.2;16380.98;6876.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0409;1500.0;8578.0;0.0;42514.73
6233;17270.67;16914.04;7100.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0409;1500.0;8403.0;0.0;34382.03
6234;7193.25;16636.84;6983.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0409;1503.0;8526.0;0.0;23791.06
6235;806.88;16732.8;7024.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0409;1503.0;9105.0;0.0;16961.92
6236;0.0;18411.94;7729.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0409;1504.0;9630.0;0.0;18015.07
6237;0.0;18817.07;7899.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0409;1500.0;9135.0;0.0;19081.26
