t;Solar;Onshore;Offshore;Battery_stock;Battery_charge;Battery_discharge;STEP_stock;STEP_charge;STEP_discharge;H2_CCG;H2_TAC;Hydro;Load
6903;40973.18;1750.52;130.01;-0.0;0.0;0.0;5303.05;1200.0;0.0;0.0;0.0;0.0;8028.0
6904;37797.3;1786.03;132.65;-0.0;0.0;0.0;6203.05;1200.0;0.0;0.0;0.0;0.0;7714.0
6905;31972.47;1687.71;125.34;-0.0;0.0;0.0;7103.05;1200.0;0.0;0.0;0.0;0.0;7514.0
6906;24182.29;1578.48;117.23;-0.0;-0.0;0.0;8003.05;1200.0;0.0;0.0;0.0;0.0;7460.0
6907;14084.98;1403.7;104.25;-0.0;-0.0;0.0;8903.05;1200.0;0.0;0.0;0.0;0.0;7685.0
6908;4614.29;1305.38;96.95;-0.0;0.0;-0.0;9803.05;1145.62;0.0;3010.0;0.0;0.0;7881.0
6909;313.32;1260.32;93.6;-0.0;0.0;0.0;10662.27;0.0;956.76;4300.0;850.0;0.0;7774.0
6910;0.0;1246.67;92.59;-0.0;0.0;-0.0;9705.51;0.0;1200.0;4300.0;850.0;7.74;7697.0
6911;0.0;1336.79;99.28;0.0;0.0;0.0;8505.51;0.0;1200.0;4300.0;850.0;258.93;8045.0
6912;0.0;1354.54;100.6;0.0;0.0;-0.0;7305.51;0.0;1200.0;4300.0;850.0;547.86;8353.0
6913;0.0;1308.11;97.15;0.0;0.0;-0.0;6105.51;0.0;1200.0;4300.0;850.0;106.73;7862.0
6914;0.0;1439.2;106.89;0.0;0.0;-0.0;4905.51;0.0;796.91;4300.0;850.0;0.0;7493.0
6915;0.0;1153.82;85.69;0.0;0.0;-0.0;4108.59;0.0;747.49;4300.0;850.0;0.0;7137.0
6916;0.0;1073.25;79.71;0.0;0.0;0.0;3361.1;0.0;356.04;4300.0;850.0;0.0;6659.0
6917;0.0;1044.58;77.58;-0.0;0.0;-0.0;3005.07;0.0;159.84;4300.0;850.0;0.0;6432.0
6918;0.0;902.57;67.03;-0.0;0.0;0.0;2845.23;0.0;329.4;4300.0;850.0;0.0;6449.0
6919;14.24;1103.29;81.94;0.0;0.0;-0.0;2515.83;0.0;249.52;4300.0;850.0;0.0;6599.0
6920;1196.3;1159.28;86.1;0.0;0.0;-0.0;2266.31;944.67;0.0;4300.0;850.0;0.0;6647.0
6921;7063.85;1162.01;86.3;0.0;0.0;0.0;2974.81;1200.0;0.0;0.0;0.0;0.0;7090.0
6922;17189.65;1424.18;105.77;-0.0;0.0;0.0;3874.81;1200.0;0.0;0.0;0.0;0.0;7446.0
6923;25962.5;1451.49;107.8;-0.0;0.0;0.0;4774.81;1200.0;0.0;0.0;0.0;0.0;7653.0
6924;31331.6;1618.07;120.17;-0.0;0.0;0.0;5674.81;1200.0;0.0;0.0;0.0;0.0;7815.0
6925;34934.73;1656.31;123.01;-0.0;0.0;0.0;6574.81;1200.0;0.0;0.0;0.0;0.0;8161.0
6926;36700.69;1869.32;138.83;-0.0;0.0;0.0;7474.81;1200.0;0.0;0.0;0.0;0.0;7753.0
6927;36230.72;2083.7;154.75;-0.0;0.0;0.0;8374.81;1200.0;0.0;0.0;0.0;0.0;7363.0
6928;33994.78;2304.9;171.18;-0.0;0.0;0.0;9274.81;1200.0;0.0;0.0;0.0;0.0;7087.0
6929;29067.18;2403.22;178.48;-0.0;-0.0;0.0;10174.81;1200.0;0.0;0.0;0.0;0.0;6930.0
6930;22430.57;2093.26;155.46;-0.0;-0.0;0.0;11074.81;1200.0;0.0;0.0;0.0;0.0;6920.0
6931;12760.5;1943.05;144.31;-0.0;-0.0;0.0;11974.81;1200.0;0.0;0.0;0.0;0.0;7243.0
6932;4172.8;1866.59;138.63;-0.0;0.0;-0.0;12874.81;1187.02;0.0;2580.0;0.0;0.0;7571.0
6933;227.87;1771.01;131.53;-0.0;0.0;-0.0;13765.07;0.0;398.6;4300.0;850.0;0.0;7679.0
6934;0.0;1432.37;106.38;-0.0;0.0;0.0;13366.48;0.0;989.25;4300.0;850.0;0.0;7678.0
6935;0.0;1346.35;99.99;-0.0;0.0;-0.0;12377.23;0.0;1200.0;4300.0;850.0;160.66;7957.0
6936;0.0;1936.23;143.8;-0.0;0.0;-0.0;11177.23;0.0;934.97;4300.0;850.0;0.0;8165.0
6937;0.0;1899.36;141.06;-0.0;0.0;0.0;10242.25;0.0;516.58;4300.0;850.0;0.0;7707.0
6938;0.0;1755.99;130.41;-0.0;0.0;0.0;9725.68;0.0;332.6;4300.0;850.0;0.0;7369.0
6939;0.0;1698.64;126.16;0.0;0.0;-0.0;9393.08;0.0;112.21;4300.0;850.0;0.0;7087.0
6940;0.0;1820.16;135.18;-0.0;0.0;0.0;9280.87;389.34;0.0;4300.0;850.0;0.0;6716.0
6941;0.0;1760.08;130.72;-0.0;0.0;0.0;9572.88;354.8;0.0;4300.0;850.0;0.0;6686.0
6942;0.0;1876.15;139.34;-0.0;0.0;0.0;9838.98;0.0;63.51;4300.0;850.0;0.0;7229.0
6943;28.48;1978.56;146.94;-0.0;0.0;0.0;9775.46;0.0;971.02;4300.0;850.0;0.0;8275.0
6944;925.71;1900.73;141.16;-0.0;0.0;0.0;8804.45;0.0;854.4;4300.0;850.0;0.0;8972.0
6945;5782.1;1750.52;130.01;0.0;0.0;-0.0;7950.04;1189.64;0.0;3010.0;0.0;0.0;9483.0
6946;14711.61;1727.31;128.28;0.0;0.0;0.0;8842.27;1200.0;0.0;0.0;0.0;0.0;9718.0
6947;22345.12;1893.9;140.66;-0.0;-0.0;0.0;9742.27;1200.0;0.0;0.0;0.0;0.0;9775.0
6948;27600.29;1872.05;139.03;0.0;-0.0;0.0;10642.27;1200.0;0.0;0.0;0.0;0.0;9860.0
6949;30163.78;2076.87;154.25;0.0;0.0;0.0;11542.27;1200.0;0.0;0.0;0.0;0.0;9915.0
6950;30975.55;2343.14;174.02;-0.0;0.0;0.0;12442.27;1200.0;0.0;0.0;0.0;0.0;9762.0
6951;30434.37;2740.49;203.53;-0.0;0.0;0.0;13342.27;1200.0;0.0;0.0;0.0;0.0;9568.0
6952;28511.75;3083.22;228.99;-0.0;0.0;0.0;14242.27;1200.0;0.0;0.0;0.0;0.0;9267.0
6953;23897.46;2661.29;197.65;-0.0;-0.0;0.0;15142.27;1200.0;0.0;0.0;0.0;0.0;9025.0
6954;18072.63;2618.96;194.51;-0.0;-0.0;0.0;16042.27;1200.0;0.0;0.0;0.0;0.0;8866.0
6955;9855.21;2340.4;173.82;-0.0;-0.0;0.0;16942.27;1200.0;0.0;0.0;0.0;0.0;9105.0
6956;3047.71;2180.65;161.95;-0.0;-0.0;0.0;17842.27;1200.0;0.0;4300.0;755.69;0.0;9246.0
6957;227.87;2001.77;148.67;-0.0;0.0;-0.0;18742.27;0.0;1200.0;4300.0;850.0;192.7;8921.0
6958;0.0;1794.22;133.25;-0.0;0.0;-0.0;17542.27;0.0;1200.0;4300.0;850.0;483.53;8761.0
6959;0.0;1706.83;126.76;0.0;0.0;0.0;16342.27;0.0;1200.0;4300.0;850.0;767.41;8951.0
6960;0.0;1766.91;131.23;0.0;0.0;-0.0;15142.27;0.0;1200.0;4300.0;850.0;875.86;9124.0
6961;0.0;1715.02;127.37;-0.0;0.0;0.0;13942.27;0.0;1200.0;4300.0;850.0;403.61;8596.0
6962;0.0;1545.7;114.8;0.0;0.0;-0.0;12742.27;0.0;1200.0;4300.0;850.0;231.5;8242.0
6963;0.0;1525.22;113.28;0.0;0.0;0.0;11542.27;0.0;1168.5;4300.0;850.0;0.0;7957.0
6964;0.0;1469.24;109.12;-0.0;0.0;0.0;10373.77;0.0;873.64;4300.0;850.0;0.0;7602.0
6965;0.0;1455.58;108.1;-0.0;0.0;0.0;9500.13;0.0;843.31;4300.0;850.0;0.0;7557.0
6966;0.0;1461.05;108.51;-0.0;0.0;-0.0;8656.82;0.0;1200.0;4300.0;850.0;114.44;8034.0
6967;14.24;1376.39;102.22;0.0;0.0;-0.0;7456.82;0.0;1200.0;4300.0;850.0;1149.15;8992.0
6968;911.46;1518.4;112.77;0.0;0.0;-0.0;6256.82;0.0;1200.0;4300.0;850.0;777.37;9670.0
6969;5468.79;1862.49;138.32;0.0;0.0;-0.0;5056.82;1200.0;0.0;3854.4;0.0;0.0;10124.0
6970;12760.5;1876.15;139.34;0.0;0.0;0.0;5956.82;1200.0;0.0;0.0;0.0;0.0;10354.0
6971;19126.51;2065.95;153.43;-0.0;0.0;0.0;6856.82;1200.0;0.0;0.0;0.0;0.0;10407.0
6972;23399.01;2119.2;157.39;-0.0;0.0;0.0;7756.82;1200.0;0.0;0.0;0.0;0.0;10486.0
6973;25649.18;2479.68;184.16;-0.0;0.0;0.0;8656.82;1200.0;0.0;0.0;0.0;0.0;10529.0
6974;27315.45;2689.96;199.78;-0.0;0.0;0.0;9556.82;1200.0;0.0;0.0;0.0;0.0;10360.0
6975;28525.99;2827.88;210.02;-0.0;0.0;0.0;10456.82;1200.0;0.0;0.0;0.0;0.0;10125.0
6976;27230.0;3020.41;224.32;-0.0;0.0;0.0;11356.82;1200.0;0.0;0.0;0.0;0.0;9750.0
6977;24538.34;3245.71;241.05;-0.0;-0.0;0.0;12256.82;1200.0;0.0;0.0;0.0;0.0;9498.0
6978;18656.54;3517.43;261.23;-0.0;-0.0;0.0;13156.82;1200.0;0.0;0.0;0.0;0.0;9354.0
6979;10951.82;4064.99;301.9;-0.0;-0.0;0.0;14056.82;1200.0;0.0;0.0;0.0;0.0;9605.0
6980;3688.58;3812.37;283.14;-0.0;0.0;-0.0;14956.82;1200.0;0.0;3354.9;0.0;0.0;9939.0
6981;512.7;3699.04;274.72;-0.0;0.0;-0.0;15856.82;57.46;0.0;4300.0;850.0;0.0;9579.0
6982;0.0;3339.92;248.05;-0.0;0.0;0.0;15899.91;0.0;599.03;4300.0;850.0;0.0;9337.0
6983;0.0;2860.65;212.46;-0.0;0.0;-0.0;15300.89;0.0;1200.0;4300.0;850.0;128.9;9552.0
6984;0.0;2015.42;149.68;-0.0;0.0;-0.0;14100.89;0.0;1200.0;4300.0;850.0;1242.89;9758.0
6985;0.0;2086.43;154.96;0.0;0.0;0.0;12900.89;0.0;1200.0;4300.0;850.0;633.62;9225.0
6986;0.0;1538.88;114.29;0.0;0.0;-0.0;11700.89;0.0;1200.0;4300.0;850.0;898.83;8902.0
6987;0.0;1321.77;98.17;0.0;0.0;-0.0;10500.89;0.0;1200.0;4300.0;850.0;872.07;8642.0
6988;0.0;1066.43;79.2;0.0;0.0;-0.0;9300.89;0.0;1200.0;4300.0;850.0;808.37;8304.0
6989;0.0;1093.74;81.23;-0.0;0.0;0.0;8100.89;0.0;1200.0;4300.0;850.0;762.03;8287.0
6990;0.0;1091.01;81.03;0.0;0.0;-0.0;6900.89;0.0;1200.0;4300.0;850.0;1284.97;8807.0
6991;14.24;1074.62;79.81;0.0;0.0;-0.0;5700.89;0.0;1200.0;4300.0;850.0;2271.33;9790.0
6992;1210.54;962.65;71.49;0.0;0.0;-0.0;4500.89;0.0;1200.0;4300.0;850.0;1873.31;10468.0
6993;6551.15;1036.39;76.97;0.0;0.0;-0.0;3300.89;1200.0;0.0;4300.0;64.49;0.0;10829.0
6994;15793.97;1040.48;77.28;0.0;0.0;0.0;4200.89;1200.0;0.0;0.0;0.0;0.0;10918.0
6995;24979.83;1129.24;83.87;-0.0;0.0;0.0;5100.89;1200.0;0.0;0.0;0.0;0.0;10803.0
6996;31815.81;1153.82;85.69;-0.0;0.0;0.0;6000.89;1200.0;0.0;0.0;0.0;0.0;10732.0
6997;35191.08;1390.04;103.24;-0.0;-0.0;0.0;6900.89;1200.0;0.0;0.0;0.0;0.0;10656.0
6998;37355.81;1529.32;113.58;0.0;0.0;0.0;7800.89;1200.0;0.0;0.0;0.0;0.0;10384.0
6999;37213.39;1872.05;139.03;-0.0;0.0;0.0;8700.89;1200.0;0.0;0.0;0.0;0.0;10087.0
7000;34948.97;2274.86;168.95;-0.0;0.0;0.0;9600.89;1200.0;0.0;0.0;0.0;0.0;9715.0
7001;30491.34;2524.74;187.51;-0.0;0.0;0.0;10500.89;1200.0;0.0;0.0;0.0;0.0;9463.0
7002;23213.86;2862.01;212.56;-0.0;-0.0;0.0;11400.89;1200.0;0.0;0.0;0.0;0.0;9346.0
7003;13387.14;2823.78;209.72;-0.0;-0.0;0.0;12300.89;1200.0;0.0;0.0;0.0;0.0;9659.0
7004;4685.5;2616.23;194.3;-0.0;0.0;0.0;13200.89;950.03;0.0;3440.0;0.0;0.0;9986.0
7005;598.15;2158.8;160.33;-0.0;0.0;-0.0;13913.41;0.0;1200.0;4300.0;850.0;355.72;9623.0
7006;0.0;2135.59;158.61;-0.0;0.0;-0.0;12713.41;0.0;1200.0;4300.0;850.0;779.81;9424.0
7007;0.0;1765.54;131.12;-0.0;0.0;-0.0;11513.41;0.0;1200.0;4300.0;850.0;1398.33;9645.0
7008;0.0;1511.57;112.26;0.0;0.0;-0.0;10313.41;0.0;1200.0;4300.0;850.0;1877.17;9851.0
7009;0.0;1650.85;122.61;-0.0;0.0;0.0;9113.41;0.0;1200.0;4300.0;850.0;1203.55;9327.0
7010;0.0;1289.0;95.73;0.0;0.0;-0.0;7913.41;0.0;1200.0;4300.0;850.0;1276.27;9011.0
7011;0.0;1086.91;80.72;0.0;0.0;-0.0;6713.41;0.0;1200.0;4300.0;850.0;1228.37;8746.0
7012;0.0;1081.45;80.32;0.0;0.0;-0.0;5513.41;0.0;1200.0;4300.0;850.0;881.24;8393.0
7013;0.0;932.61;69.26;0.0;0.0;-0.0;4313.41;0.0;1200.0;4300.0;850.0;1004.12;8356.0
7014;0.0;834.3;61.96;0.0;0.0;-0.0;3113.41;0.0;1200.0;4300.0;850.0;1611.74;8858.0
7015;28.48;748.27;55.57;0.0;0.0;-0.0;1913.41;0.0;1200.0;4300.0;850.0;2635.67;9818.0
7016;1395.68;785.14;58.31;0.0;0.0;-0.0;713.41;0.0;713.41;4300.0;850.0;2366.46;10469.0
7017;7149.3;865.7;64.29;0.0;0.0;-0.0;0.0;0.0;-0.0;2580.0;0.0;127.7;10787.0
7018;16676.95;1003.62;74.54;0.0;0.0;0.0;0.0;1200.0;0.0;0.0;0.0;0.0;10827.0
7019;25221.93;1018.64;75.65;-0.0;0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;10675.0
7020;31616.43;1358.64;100.9;-0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;10596.0
7021;35290.77;1463.78;108.71;-0.0;0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;10511.0
7022;37313.08;1997.67;148.36;-0.0;0.0;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;10237.0
7023;36544.03;2162.89;160.63;-0.0;0.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;9921.0
7024;34009.02;2399.12;178.18;-0.0;0.0;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;9519.0
7025;29579.87;2627.15;195.11;-0.0;0.0;0.0;6300.0;1200.0;0.0;0.0;0.0;0.0;9235.0
7026;22758.13;2826.51;209.92;-0.0;-0.0;0.0;7200.0;1200.0;0.0;0.0;0.0;0.0;9068.0
7027;13629.24;2924.82;217.22;-0.0;-0.0;0.0;8100.0;1200.0;0.0;0.0;0.0;0.0;9309.0
7028;4713.98;2797.83;207.79;-0.0;-0.0;0.0;9000.0;0.0;0.0;1716.39;0.0;0.0;9436.0
7029;555.42;2881.13;213.98;-0.0;-0.0;0.0;9000.0;0.0;308.47;4300.0;850.0;0.0;9109.0
7030;0.0;2653.1;197.04;-0.0;0.0;0.0;8691.53;0.0;987.86;4300.0;850.0;0.0;8988.0
7031;0.0;2522.01;187.31;-0.0;0.0;-0.0;7703.67;0.0;1200.0;4300.0;850.0;134.68;9194.0
7032;0.0;2399.12;178.18;0.0;0.0;0.0;6503.67;0.0;1200.0;4300.0;850.0;465.7;9393.0
7033;0.0;2506.99;186.19;0.0;0.0;-0.0;5303.67;0.0;1042.82;4300.0;850.0;0.0;8886.0
7034;0.0;2616.23;194.3;-0.0;0.0;0.0;4260.85;0.0;580.47;4300.0;850.0;0.0;8541.0
7035;0.0;2909.8;216.11;0.0;0.0;0.0;3680.38;0.0;0.0;4300.0;834.09;0.0;8260.0
7036;0.0;2905.71;215.8;-0.0;0.0;0.0;3680.38;0.0;0.0;4300.0;467.49;0.0;7889.0
7037;0.0;3111.89;231.12;-0.0;0.0;-0.0;3680.38;0.0;19.99;4300.0;170.0;0.0;7833.0
7038;0.0;3200.65;237.71;0.0;0.0;0.0;3660.39;0.0;0.0;4300.0;557.65;0.0;8296.0
7039;28.48;3139.2;233.14;-0.0;0.0;-0.0;3660.39;0.0;654.17;4300.0;850.0;0.0;9205.0
7040;1481.13;3450.53;256.27;-0.0;0.0;0.0;3006.21;0.0;4.08;4300.0;425.0;0.0;9917.0
7041;6978.4;3234.78;240.24;-0.0;0.0;0.0;3002.14;67.43;0.0;0.0;0.0;0.0;10386.0
7042;16150.01;3309.88;245.82;0.0;0.0;0.0;3052.71;1200.0;0.0;0.0;0.0;0.0;10551.0
7043;23313.56;3170.61;235.48;-0.0;0.0;0.0;3952.71;1200.0;0.0;0.0;0.0;0.0;10496.0
7044;29223.83;3318.08;246.43;-0.0;-0.0;0.0;4852.71;1200.0;0.0;0.0;0.0;0.0;10453.0
7045;31602.19;3490.13;259.21;0.0;-0.0;0.0;5752.71;1200.0;0.0;0.0;0.0;0.0;10432.0
7046;32442.44;3913.42;290.64;0.0;0.0;0.0;6652.71;1200.0;0.0;0.0;0.0;0.0;10149.0
7047;32157.61;4217.92;313.26;-0.0;0.0;0.0;7552.71;1200.0;0.0;0.0;0.0;0.0;9820.0
7048;29779.26;4134.62;307.07;-0.0;0.0;0.0;8452.71;1200.0;0.0;0.0;0.0;0.0;9412.0
7049;25976.74;4361.29;323.91;-0.0;-0.0;0.0;9352.71;1200.0;0.0;0.0;0.0;0.0;9091.0
7050;20137.67;4787.32;355.55;-0.0;-0.0;0.0;10252.71;1200.0;0.0;0.0;0.0;0.0;8984.0
7051;11792.07;4470.53;332.02;-0.0;-0.0;0.0;11152.71;1200.0;0.0;0.0;0.0;0.0;9220.0
7052;3916.45;3999.44;297.03;-0.0;-0.0;0.0;12052.71;1143.44;0.0;2245.52;0.0;0.0;9315.0
7053;498.46;3308.52;245.72;-0.0;-0.0;0.0;12910.29;0.0;9.31;4300.0;680.0;0.0;9042.0
7054;0.0;2740.49;203.53;-0.0;0.0;0.0;12900.98;0.0;900.98;4300.0;850.0;0.0;8995.0
7055;0.0;2283.06;169.56;-0.0;0.0;-0.0;12000.0;0.0;1200.0;4300.0;850.0;439.39;9242.0
7056;0.0;1530.68;113.68;-0.0;0.0;-0.0;10800.0;0.0;1200.0;4300.0;850.0;1451.63;9446.0
7057;0.0;2316.45;109.22;0.0;0.0;0.0;0.0;0.0;0.0;4300.0;850.0;1307.33;8883.0
7058;0.0;2101.37;99.08;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;850.0;1134.56;8485.0
7059;0.0;1817.46;85.69;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;850.0;1121.85;8175.0
7060;0.0;1441.06;67.95;-0.0;0.0;0.0;0.0;0.0;-0.0;4300.0;850.0;1118.0;7777.0
7061;0.0;1324.91;62.47;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;850.0;1130.62;7668.0
7062;0.0;1284.05;60.54;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;850.0;1378.41;7873.0
7063;24.34;1144.24;53.95;0.0;0.0;-0.0;0.0;0.0;-0.0;4300.0;850.0;1842.46;8215.0
7064;1448.29;976.48;46.04;0.0;0.0;-0.0;-0.0;0.0;0.0;4300.0;850.0;939.19;8560.0
7065;6645.08;922.71;43.51;0.0;0.0;-0.0;0.0;1200.0;0.0;2754.71;0.0;0.0;9166.0
7066;15298.29;959.27;45.23;0.0;0.0;0.0;900.0;1200.0;0.0;0.0;0.0;0.0;9575.0
7067;22491.04;950.67;44.82;-0.0;0.0;0.0;1800.0;1200.0;0.0;0.0;0.0;0.0;9593.0
7068;28345.04;1053.91;49.69;-0.0;0.0;0.0;2700.0;1200.0;0.0;0.0;0.0;0.0;9563.0
7069;31314.64;1189.41;56.08;-0.0;0.0;0.0;3600.0;1200.0;0.0;0.0;0.0;0.0;9734.0
7070;32921.14;1327.07;62.57;-0.0;0.0;0.0;4500.0;1200.0;0.0;0.0;0.0;0.0;9281.0
7071;32069.21;1866.93;88.02;-0.0;0.0;0.0;5400.0;1200.0;0.0;0.0;0.0;0.0;8868.0
7072;29440.38;1983.07;93.5;-0.0;-0.0;0.0;6300.0;1200.0;0.0;0.0;0.0;0.0;8505.0
7073;24998.16;2419.69;114.09;0.0;-0.0;0.0;7200.0;1200.0;0.0;0.0;0.0;0.0;8317.0
7074;19314.55;2970.3;140.05;-0.0;-0.0;0.0;8100.0;1200.0;0.0;0.0;0.0;0.0;8365.0
7075;10710.02;2716.51;128.08;-0.0;-0.0;0.0;9000.0;1200.0;0.0;151.0;0.0;0.0;8756.0
7076;4186.64;2651.98;125.04;-0.0;0.0;-0.0;9900.0;1200.0;0.0;3241.34;0.0;0.0;9005.0
7077;450.31;2755.22;129.91;-0.0;0.0;-0.0;10800.0;0.0;348.56;4300.0;850.0;0.0;8834.0
7078;0.0;2735.86;128.99;-0.0;0.0;-0.0;10451.44;0.0;797.14;4300.0;850.0;0.0;8812.0
7079;0.0;2729.41;128.69;-0.0;0.0;0.0;9654.29;0.0;1166.9;4300.0;850.0;0.0;9175.0
7080;0.0;3009.02;141.87;-0.0;0.0;0.0;8487.39;0.0;1185.11;4300.0;850.0;0.0;9486.0
7081;0.0;2479.91;116.93;-0.0;0.0;-0.0;7302.29;0.0;1200.0;4300.0;850.0;71.16;9018.0
7082;0.0;2845.56;134.17;0.0;0.0;-0.0;6102.29;0.0;511.28;4300.0;850.0;0.0;8641.0
7083;0.0;3413.38;160.94;-0.0;0.0;0.0;5591.01;23.31;0.0;4300.0;425.0;0.0;8276.0
7084;0.0;3953.24;186.39;-0.0;0.0;0.0;5608.49;911.63;0.0;4300.0;255.0;0.0;7783.0
7085;0.0;4351.14;205.15;0.0;0.0;0.0;6292.21;1200.0;0.0;4159.71;0.0;0.0;7516.0
7086;0.0;4974.88;234.56;-0.0;0.0;-0.0;7192.21;1110.45;0.0;3440.0;0.0;0.0;7539.0
7087;36.51;5957.81;280.91;0.0;0.0;-0.0;8025.05;1200.0;0.0;2522.77;0.0;0.0;7598.0
7088;888.44;6413.79;302.41;-0.0;0.0;0.0;8925.05;1200.0;0.0;1286.36;0.0;0.0;7691.0
7089;4284.01;5529.8;260.73;0.0;0.0;0.0;9825.05;1200.0;0.0;0.0;0.0;0.0;8266.0
7090;9249.56;5602.93;264.18;-0.0;0.0;0.0;10725.05;1200.0;0.0;0.0;0.0;0.0;8877.0
7091;12036.6;5555.61;261.94;-0.0;0.0;0.0;11625.05;1200.0;0.0;0.0;0.0;0.0;9289.0
7092;13996.05;6121.28;288.62;-0.0;0.0;0.0;12525.05;1200.0;0.0;0.0;0.0;0.0;9564.0
7093;13387.52;6091.17;287.2;-0.0;0.0;0.0;13425.05;1200.0;0.0;0.0;0.0;0.0;9912.0
7094;14288.14;5798.65;273.4;-0.0;0.0;0.0;14325.05;1200.0;0.0;0.0;0.0;0.0;9511.0
7095;14616.74;6162.14;290.54;-0.0;0.0;0.0;15225.05;1200.0;0.0;0.0;0.0;0.0;9051.0
7096;13947.37;6566.5;309.61;-0.0;0.0;0.0;16125.05;1200.0;0.0;0.0;0.0;0.0;8740.0
7097;13886.51;6611.67;311.74;-0.0;0.0;0.0;17025.05;1200.0;0.0;0.0;0.0;0.0;8657.0
7098;10819.55;7117.11;335.57;-0.0;-0.0;0.0;17925.05;1200.0;0.0;0.0;0.0;0.0;8806.0
7099;7582.21;7089.15;334.25;-0.0;-0.0;0.0;18825.05;1200.0;0.0;0.0;0.0;0.0;9267.0
7100;2434.1;6052.45;285.37;-0.0;0.0;-0.0;19725.05;1200.0;0.0;2057.08;0.0;0.0;9629.0
7101;438.14;5004.99;235.98;-0.0;0.0;0.0;20625.05;1159.11;0.0;4300.0;765.0;0.0;9585.0
7102;0.0;4144.66;195.42;-0.0;0.0;-0.0;21494.38;0.0;161.92;4300.0;850.0;0.0;9652.0
7103;0.0;3602.65;169.86;-0.0;0.0;0.0;21332.46;0.0;1028.49;4300.0;850.0;0.0;9951.0
7104;0.0;3142.37;148.16;-0.0;0.0;-0.0;20303.97;0.0;1200.0;4300.0;850.0;520.47;10161.0
7105;0.0;3256.36;153.54;-0.0;0.0;0.0;19103.97;0.0;1157.1;4300.0;850.0;0.0;9717.0
7106;0.0;2763.82;130.31;-0.0;0.0;-0.0;17946.88;0.0;1200.0;4300.0;850.0;198.86;9443.0
7107;0.0;2428.29;114.49;0.0;0.0;0.0;16746.88;0.0;1200.0;4300.0;850.0;326.21;9219.0
7108;0.0;1697.01;80.01;0.0;0.0;-0.0;15546.88;0.0;1200.0;4300.0;850.0;757.98;8885.0
7109;0.0;1626.03;76.67;0.0;0.0;-0.0;14346.88;0.0;1200.0;4300.0;850.0;854.3;8907.0
7110;0.0;1428.15;67.34;0.0;0.0;-0.0;13146.88;0.0;1200.0;4300.0;850.0;1703.51;9549.0
7111;0.0;1307.71;61.66;-0.0;0.0;0.0;11946.88;0.0;1200.0;4300.0;850.0;2892.63;10612.0
7112;1350.92;1260.39;59.43;-0.0;0.0;0.0;10746.88;0.0;1200.0;4300.0;850.0;2373.26;11394.0
7113;6340.82;1410.95;66.53;-0.0;0.0;0.0;9546.88;1071.29;0.0;4300.0;850.0;0.0;11897.0
7114;14653.25;1503.43;70.89;0.0;0.0;0.0;10350.34;1200.0;0.0;0.0;0.0;0.0;12105.0
7115;20592.45;1780.89;83.97;-0.0;0.0;0.0;11250.34;1200.0;0.0;0.0;0.0;0.0;12084.0
7116;24852.11;2230.42;105.16;-0.0;0.0;0.0;12150.34;1200.0;0.0;0.0;0.0;0.0;12102.0
7117;25947.46;2561.64;120.78;-0.0;0.0;0.0;13050.34;1200.0;0.0;0.0;0.0;0.0;12154.0
7118;26811.56;3101.5;146.23;-0.0;0.0;0.0;13950.34;1200.0;0.0;0.0;0.0;0.0;12007.0
7119;26921.09;3305.83;155.87;-0.0;0.0;0.0;14850.34;1200.0;0.0;0.0;0.0;0.0;11685.0
7120;25472.81;3789.77;178.69;-0.0;0.0;0.0;15750.34;1200.0;0.0;0.0;0.0;0.0;11245.0
7121;22734.45;3817.73;180.0;-0.0;0.0;0.0;16650.34;1200.0;0.0;0.0;0.0;0.0;11045.0
7122;17756.73;4675.92;220.47;-0.0;0.0;0.0;17550.34;1200.0;0.0;0.0;0.0;0.0;11015.0
7123;10551.8;4127.45;194.61;-0.0;-0.0;0.0;18450.34;1200.0;0.0;0.0;0.0;0.0;11428.0
7124;3736.34;3112.26;146.74;-0.0;0.0;0.0;19350.34;375.34;0.0;4300.0;850.0;0.0;11770.0
7125;535.5;2318.6;109.32;-0.0;0.0;-0.0;19631.85;0.0;1200.0;4300.0;850.0;2035.58;11349.0
7126;0.0;1774.44;83.66;-0.0;0.0;-0.0;18431.85;0.0;1200.0;4300.0;850.0;2919.9;11128.0
7127;0.0;1374.38;64.8;-0.0;0.0;0.0;17231.85;0.0;1200.0;4300.0;850.0;3557.81;11347.0
7128;0.0;1215.22;57.3;0.0;0.0;-0.0;16031.85;0.0;1200.0;4300.0;850.0;3883.48;11506.0
7129;0.0;1346.42;63.48;0.0;0.0;-0.0;14831.85;0.0;1200.0;4300.0;850.0;3248.09;11008.0
